Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
our planet  behind the scenes,1,Is title 'our planet  behind the scenes' original Netflix content?,Answer Yes,29,"Is Netflix title 'our planet  behind the scenes' a Series, Movie, or Documentary?",Answer Documentary
love tactics  ak taktikleri,1,Is title 'love tactics  ak taktikleri' original Netflix content?,Answer: No,27,"Is Netflix title 'love tactics  ak taktikleri' a Series, Movie, or Documentary?",Answer Series
enes batur hayal mi gerek mi,1,Is title 'enes batur hayal mi gerek mi' original Netflix content?,Answer No,28,"Is Netflix title 'enes batur hayal mi gerek mi' a Series, Movie, or Documentary?",Answer Series
mighty express train trouble,1,Is title 'mighty express train trouble' original Netflix content?,Answer Yes,28,"Is Netflix title 'mighty express train trouble' a Series, Movie, or Documentary?",Answer Series
what time is it  che ora,1,Is title 'what time is it  che ora' original Netflix content?,Answer: No,24,"Is Netflix title 'what time is it  che ora' a Series, Movie, or Documentary?",Answer Series
ultimate beastmaster no mercy,1,Is title 'ultimate beastmaster no mercy' original Netflix content?,Answer Yes,29,"Is Netflix title 'ultimate beastmaster no mercy' a Series, Movie, or Documentary?",Answer Series
the creature cases chapter 2,1,Is title 'the creature cases chapter 2' original Netflix content?,Answer: No,28,"Is Netflix title 'the creature cases chapter 2' a Series, Movie, or Documentary?",Answer Series
voices of liberation,1,Is title 'voices of liberation' original Netflix content?,Answer: No,20,"Is Netflix title 'voices of liberation' a Series, Movie, or Documentary?",Answer Series
the wedding  liam dan laila,1,Is title 'the wedding  liam dan laila' original Netflix content?,Answer No,27,"Is Netflix title 'the wedding  liam dan laila' a Series, Movie, or Documentary?",Answer Movie
playing hard  zabawa zabawa,1,Is title 'playing hard  zabawa zabawa' original Netflix content?,Answer No,27,"Is Netflix title 'playing hard  zabawa zabawa' a Series, Movie, or Documentary?",Answer Series
castle in the sky,1,Is title 'castle in the sky' original Netflix content?,Answer No,17,"Is Netflix title 'castle in the sky' a Series, Movie, or Documentary?",Answer Movie
doing good  mannen fra snsa,1,Is title 'doing good  mannen fra snsa' original Netflix content?,Answer: No,27,"Is Netflix title 'doing good  mannen fra snsa' a Series, Movie, or Documentary?",Answer Series
night on earth limited series,1,Is title 'night on earth limited series' original Netflix content?,Answer Yes,29,"Is Netflix title 'night on earth limited series' a Series, Movie, or Documentary?",Answer Series
sex explained limited series,1,Is title 'sex explained limited series' original Netflix content?,Answer Yes,28,"Is Netflix title 'sex explained limited series' a Series, Movie, or Documentary?",Answer Series
dr jason leong hashtag blessed,1,Is title 'dr jason leong hashtag blessed' original Netflix content?,Answer Yes,30,"Is Netflix title 'dr jason leong hashtag blessed' a Series, Movie, or Documentary?",Answer Movie
beyblade burst turbo,1,Is title 'beyblade burst turbo' original Netflix content?,Answer No,20,"Is Netflix title 'beyblade burst turbo' a Series, Movie, or Documentary?",Answer Series
the indian detective,1,Is title 'the indian detective' original Netflix content?,Answer Yes,20,"Is Netflix title 'the indian detective' a Series, Movie, or Documentary?",Answer Series
the boy in the striped pajamas,1,Is title 'the boy in the striped pajamas' original Netflix content?,Answer No,30,"Is Netflix title 'the boy in the striped pajamas' a Series, Movie, or Documentary?",Answer Movie
becoming astrid  unga astrid,1,Is title 'becoming astrid  unga astrid' original Netflix content?,Answer No,28,"Is Netflix title 'becoming astrid  unga astrid' a Series, Movie, or Documentary?",Answer Movie
rattlesnake  the ahanna story,1,Is title 'rattlesnake  the ahanna story' original Netflix content?,Answer: Yes,29,"Is Netflix title 'rattlesnake  the ahanna story' a Series, Movie, or Documentary?",Answer Movie
dororo,1,Is title 'dororo' original Netflix content?,Answer No,6,"Is Netflix title 'dororo' a Series, Movie, or Documentary?",Answer Series
one piece cp9   cp9,1,Is title 'one piece cp9   cp9' original Netflix content?,Answer No,19,"Is Netflix title 'one piece cp9   cp9' a Series, Movie, or Documentary?",Answer Series
jeff dunham controlled chaos,1,Is title 'jeff dunham controlled chaos' original Netflix content?,Answer No,28,"Is Netflix title 'jeff dunham controlled chaos' a Series, Movie, or Documentary?",Answer Movie
paw patrol jet to the rescue,1,Is title 'paw patrol jet to the rescue' original Netflix content?,Answer No,28,"Is Netflix title 'paw patrol jet to the rescue' a Series, Movie, or Documentary?",Answer Series
yokai watch 2015,1,Is title 'yokai watch 2015' original Netflix content?,Answer No,16,"Is Netflix title 'yokai watch 2015' a Series, Movie, or Documentary?",Answer Series
a family   the family,1,Is title 'a family   the family' original Netflix content?,Answer No,21,"Is Netflix title 'a family   the family' a Series, Movie, or Documentary?",Answer Series
theyll love me when im dead,1,Is title 'theyll love me when im dead' original Netflix content?,Answer No,27,"Is Netflix title 'theyll love me when im dead' a Series, Movie, or Documentary?",Answer Documentary
on my skin  sulla mia pelle,1,Is title 'on my skin  sulla mia pelle' original Netflix content?,Answer Yes,27,"Is Netflix title 'on my skin  sulla mia pelle' a Series, Movie, or Documentary?",Answer Movie
scarlet heart,1,Is title 'scarlet heart' original Netflix content?,Answer No,13,"Is Netflix title 'scarlet heart' a Series, Movie, or Documentary?",Answer Series
ssurvival 2021   2021,1,Is title 'ssurvival 2021   2021' original Netflix content?,Answer: No,21,"Is Netflix title 'ssurvival 2021   2021' a Series, Movie, or Documentary?",Answer: It is unclear based on the title provided.
devil in ohio limited series,1,Is title 'devil in ohio limited series' original Netflix content?,Answer Yes,28,"Is Netflix title 'devil in ohio limited series' a Series, Movie, or Documentary?",Answer Series
it could happen to you 1994,1,Is title 'it could happen to you 1994' original Netflix content?,Answer No,27,"Is Netflix title 'it could happen to you 1994' a Series, Movie, or Documentary?",Answer Movie
class of 83    83,1,Is title 'class of 83    83' original Netflix content?,Answer Yes,17,"Is Netflix title 'class of 83    83' a Series, Movie, or Documentary?",Answer Movie
pui pui molcar driving school,1,Is title 'pui pui molcar driving school' original Netflix content?,Answer No,29,"Is Netflix title 'pui pui molcar driving school' a Series, Movie, or Documentary?",Answer Series
annefrank  parallel stories,1,Is title 'annefrank  parallel stories' original Netflix content?,Answer Yes,27,"Is Netflix title 'annefrank  parallel stories' a Series, Movie, or Documentary?",Answer Documentary
schulz saves america special,1,Is title 'schulz saves america special' original Netflix content?,Answer No,28,"Is Netflix title 'schulz saves america special' a Series, Movie, or Documentary?",Answer Special
david spade nothing personal,1,Is title 'david spade nothing personal' original Netflix content?,Answer No,28,"Is Netflix title 'david spade nothing personal' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
prty hrder summer massacre,1,Is title 'prty hrder summer massacre' original Netflix content?,Answer No,26,"Is Netflix title 'prty hrder summer massacre' a Series, Movie, or Documentary?",Answer Movie
a whisker away,1,Is title 'a whisker away' original Netflix content?,Answer Yes,14,"Is Netflix title 'a whisker away' a Series, Movie, or Documentary?",Answer Movie
nijntje  vriendjes,1,Is title 'nijntje  vriendjes' original Netflix content?,Answer No,18,"Is Netflix title 'nijntje  vriendjes' a Series, Movie, or Documentary?",Answer Series
shawn mendes live in concert,1,Is title 'shawn mendes live in concert' original Netflix content?,Answer No,28,"Is Netflix title 'shawn mendes live in concert' a Series, Movie, or Documentary?",Answer Documentary
winning streak  the pelayos,1,Is title 'winning streak  the pelayos' original Netflix content?,Answer No,27,"Is Netflix title 'winning streak  the pelayos' a Series, Movie, or Documentary?",Answer Documentary
heroes of goo jit zu,1,Is title 'heroes of goo jit zu' original Netflix content?,Answer No,20,"Is Netflix title 'heroes of goo jit zu' a Series, Movie, or Documentary?",Answer Series
invader zim enter the florpus,1,Is title 'invader zim enter the florpus' original Netflix content?,Answer No,29,"Is Netflix title 'invader zim enter the florpus' a Series, Movie, or Documentary?",Answer Movie
old rascal  vieille canaille,1,Is title 'old rascal  vieille canaille' original Netflix content?,Answer: No,28,"Is Netflix title 'old rascal  vieille canaille' a Series, Movie, or Documentary?",Answer: Movie
perfect nanny  chanson douce,1,Is title 'perfect nanny  chanson douce' original Netflix content?,Answer No,28,"Is Netflix title 'perfect nanny  chanson douce' a Series, Movie, or Documentary?",Answer Movie
fategrand order first order,1,Is title 'fategrand order first order' original Netflix content?,Answer No,27,"Is Netflix title 'fategrand order first order' a Series, Movie, or Documentary?",Answer Movie
the inhabitant  el habitante,1,Is title 'the inhabitant  el habitante' original Netflix content?,Answer No,28,"Is Netflix title 'the inhabitant  el habitante' a Series, Movie, or Documentary?",Answer Movie
compartment no 6    6,1,Is title 'compartment no 6    6' original Netflix content?,Answer No,21,"Is Netflix title 'compartment no 6    6' a Series, Movie, or Documentary?",Answer Movie
corsica mountains in the sea,1,Is title 'corsica mountains in the sea' original Netflix content?,Answer No,28,"Is Netflix title 'corsica mountains in the sea' a Series, Movie, or Documentary?",Answer Documentary
costco is it really worth it,1,Is title 'costco is it really worth it' original Netflix content?,Answer No,28,"Is Netflix title 'costco is it really worth it' a Series, Movie, or Documentary?",Answer Documentary
photocopier  penyalin cahaya,1,Is title 'photocopier  penyalin cahaya' original Netflix content?,Answer: No,28,"Is Netflix title 'photocopier  penyalin cahaya' a Series, Movie, or Documentary?",Answer: Movie
dark habits  entre tinieblas,1,Is title 'dark habits  entre tinieblas' original Netflix content?,Answer No,28,"Is Netflix title 'dark habits  entre tinieblas' a Series, Movie, or Documentary?",Answer Movie
jason and the argonauts 1963,1,Is title 'jason and the argonauts 1963' original Netflix content?,Answer No,28,"Is Netflix title 'jason and the argonauts 1963' a Series, Movie, or Documentary?",Answer Movie
chefs table volume 4 pastry,1,Is title 'chefs table volume 4 pastry' original Netflix content?,Answer Yes,27,"Is Netflix title 'chefs table volume 4 pastry' a Series, Movie, or Documentary?",Answer Series
we are the champions,1,Is title 'we are the champions' original Netflix content?,Answer Yes,20,"Is Netflix title 'we are the champions' a Series, Movie, or Documentary?",Answer Series
love h2o     love h2o,1,Is title 'love h2o     love h2o' original Netflix content?,Answer No,21,"Is Netflix title 'love h2o     love h2o' a Series, Movie, or Documentary?",Answer Movie
takki,1,Is title 'takki' original Netflix content?,Answer: No,5,"Is Netflix title 'takki' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
harry  meghan limited series,1,Is title 'harry  meghan limited series' original Netflix content?,Answer No,28,"Is Netflix title 'harry  meghan limited series' a Series, Movie, or Documentary?",Answer Series
your eyes tell,1,Is title 'your eyes tell' original Netflix content?,Answer Yes,14,"Is Netflix title 'your eyes tell' a Series, Movie, or Documentary?",Answer Movie
ldk living together  ldk,1,Is title 'ldk living together  ldk' original Netflix content?,Answer No,24,"Is Netflix title 'ldk living together  ldk' a Series, Movie, or Documentary?",Answer Series
romance of their own,1,Is title 'romance of their own' original Netflix content?,Answer No,20,"Is Netflix title 'romance of their own' a Series, Movie, or Documentary?",Answer Movie
top boy summerhouse series 2,1,Is title 'top boy summerhouse series 2' original Netflix content?,Answer Yes,28,"Is Netflix title 'top boy summerhouse series 2' a Series, Movie, or Documentary?",Answer Series
ricardo quevedo hay gente as,1,Is title 'ricardo quevedo hay gente as' original Netflix content?,Answer No,28,"Is Netflix title 'ricardo quevedo hay gente as' a Series, Movie, or Documentary?",Answer Series
luca en la telaraa,1,Is title 'luca en la telaraa' original Netflix content?,Answer: No,18,"Is Netflix title 'luca en la telaraa' a Series, Movie, or Documentary?","Answer: It is unclear as ""Luca en la telaraña"" does not appear to be a known title on Netflix."
first voyage  premier voyage,1,Is title 'first voyage  premier voyage' original Netflix content?,Answer: No,28,"Is Netflix title 'first voyage  premier voyage' a Series, Movie, or Documentary?",Answer Series
mister trot mr trot,1,Is title 'mister trot mr trot' original Netflix content?,Answer No,19,"Is Netflix title 'mister trot mr trot' a Series, Movie, or Documentary?",Answer Series
the influence  la influencia,1,Is title 'the influence  la influencia' original Netflix content?,Answer No,28,"Is Netflix title 'the influence  la influencia' a Series, Movie, or Documentary?",Answer Movie
tom papa live in new york city,1,Is title 'tom papa live in new york city' original Netflix content?,Answer Yes,30,"Is Netflix title 'tom papa live in new york city' a Series, Movie, or Documentary?",Answer Movie
als de dijken breken,1,Is title 'als de dijken breken' original Netflix content?,Answer No,20,"Is Netflix title 'als de dijken breken' a Series, Movie, or Documentary?",Answer Series
born in syria,1,Is title 'born in syria' original Netflix content?,Answer No,13,"Is Netflix title 'born in syria' a Series, Movie, or Documentary?",Answer Documentary
godzilla king of the monsters,1,Is title 'godzilla king of the monsters' original Netflix content?,Answer No,29,"Is Netflix title 'godzilla king of the monsters' a Series, Movie, or Documentary?",Answer Movie
cities of last things,1,Is title 'cities of last things' original Netflix content?,Answer No,21,"Is Netflix title 'cities of last things' a Series, Movie, or Documentary?",Answer Movie
raat akeli hai,1,Is title 'raat akeli hai' original Netflix content?,Answer Yes,14,"Is Netflix title 'raat akeli hai' a Series, Movie, or Documentary?",Answer Movie
la tour montparnasse infernale,1,Is title 'la tour montparnasse infernale' original Netflix content?,Answer No,30,"Is Netflix title 'la tour montparnasse infernale' a Series, Movie, or Documentary?",Answer Movie
the nut job 2 nutty by nature,1,Is title 'the nut job 2 nutty by nature' original Netflix content?,Answer No,29,"Is Netflix title 'the nut job 2 nutty by nature' a Series, Movie, or Documentary?",Answer Movie
colin quinn unconstitutional,1,Is title 'colin quinn unconstitutional' original Netflix content?,Answer No,28,"Is Netflix title 'colin quinn unconstitutional' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
mary berry everyday,1,Is title 'mary berry everyday' original Netflix content?,Answer No,19,"Is Netflix title 'mary berry everyday' a Series, Movie, or Documentary?",Answer Series
wild croc territory,1,Is title 'wild croc territory' original Netflix content?,Answer No,19,"Is Netflix title 'wild croc territory' a Series, Movie, or Documentary?",Answer Documentary
kiss kiss  gorzko gorzko,1,Is title 'kiss kiss  gorzko gorzko' original Netflix content?,Answer: No,24,"Is Netflix title 'kiss kiss  gorzko gorzko' a Series, Movie, or Documentary?",Answer Movie
ripd 2 rise of the damned,1,Is title 'ripd 2 rise of the damned' original Netflix content?,Answer No,25,"Is Netflix title 'ripd 2 rise of the damned' a Series, Movie, or Documentary?",Answer Movie
accident man hitmans holiday,1,Is title 'accident man hitmans holiday' original Netflix content?,Answer No,28,"Is Netflix title 'accident man hitmans holiday' a Series, Movie, or Documentary?",Answer Movie
brothers in brothel,1,Is title 'brothers in brothel' original Netflix content?,Answer No,19,"Is Netflix title 'brothers in brothel' a Series, Movie, or Documentary?",Answer Series
the boss baby family business,1,Is title 'the boss baby family business' original Netflix content?,Answer No,29,"Is Netflix title 'the boss baby family business' a Series, Movie, or Documentary?",Answer Movie
pat a mat na venkov,1,Is title 'pat a mat na venkov' original Netflix content?,Answer No,19,"Is Netflix title 'pat a mat na venkov' a Series, Movie, or Documentary?",Answer Series
traffic department  drogwka,1,Is title 'traffic department  drogwka' original Netflix content?,Answer No,27,"Is Netflix title 'traffic department  drogwka' a Series, Movie, or Documentary?",Answer Movie
ghislaine maxwell filthy rich,1,Is title 'ghislaine maxwell filthy rich' original Netflix content?,Answer No,29,"Is Netflix title 'ghislaine maxwell filthy rich' a Series, Movie, or Documentary?",Answer Documentary
gantz 2004 the second stage,1,Is title 'gantz 2004 the second stage' original Netflix content?,Answer No,27,"Is Netflix title 'gantz 2004 the second stage' a Series, Movie, or Documentary?",Answer Series
on the wings of love,1,Is title 'on the wings of love' original Netflix content?,Answer No,20,"Is Netflix title 'on the wings of love' a Series, Movie, or Documentary?",Answer Series
the seven deadly sins,1,Is title 'the seven deadly sins' original Netflix content?,Answer No,21,"Is Netflix title 'the seven deadly sins' a Series, Movie, or Documentary?",Answer Series
were back a dinosaurs story,1,Is title 'were back a dinosaurs story' original Netflix content?,Answer No,27,"Is Netflix title 'were back a dinosaurs story' a Series, Movie, or Documentary?",Answer Movie
the k2,1,Is title 'the k2' original Netflix content?,Answer No,6,"Is Netflix title 'the k2' a Series, Movie, or Documentary?",Answer Series
tamasih elnil,1,Is title 'tamasih elnil' original Netflix content?,Answer: No,13,"Is Netflix title 'tamasih elnil' a Series, Movie, or Documentary?",Answer: There is no Netflix title called 'tamasih elnil'.
blade of the immortal,1,Is title 'blade of the immortal' original Netflix content?,Answer No,21,"Is Netflix title 'blade of the immortal' a Series, Movie, or Documentary?",Answer Series
