Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
bizim kyn arks,1,Is title 'bizim kyn arks' original Netflix content?,Answer No,14,"Is Netflix title 'bizim kyn arks' a Series, Movie, or Documentary?",Answer Series
trk mal,1,Is title 'trk mal' original Netflix content?,Answer: No,7,"Is Netflix title 'trk mal' a Series, Movie, or Documentary?",Answer: Series
training day 2001,1,Is title 'training day 2001' original Netflix content?,Answer No,17,"Is Netflix title 'training day 2001' a Series, Movie, or Documentary?",Answer Movie
fathers  daughters,1,Is title 'fathers  daughters' original Netflix content?,Answer No,18,"Is Netflix title 'fathers  daughters' a Series, Movie, or Documentary?",Answer Movie
empire state 2013,1,Is title 'empire state 2013' original Netflix content?,Answer No,17,"Is Netflix title 'empire state 2013' a Series, Movie, or Documentary?",Answer Movie
the wedding planner,1,Is title 'the wedding planner' original Netflix content?,Answer No,19,"Is Netflix title 'the wedding planner' a Series, Movie, or Documentary?",Answer Movie
the fable,1,Is title 'the fable' original Netflix content?,Answer No,9,"Is Netflix title 'the fable' a Series, Movie, or Documentary?",Answer Movie
the darkness 2016,1,Is title 'the darkness 2016' original Netflix content?,Answer No,17,"Is Netflix title 'the darkness 2016' a Series, Movie, or Documentary?",Answer Movie
the mopes,1,Is title 'the mopes' original Netflix content?,Answer No,9,"Is Netflix title 'the mopes' a Series, Movie, or Documentary?",Answer Movie
the covenant 2006,1,Is title 'the covenant 2006' original Netflix content?,Answer No,17,"Is Netflix title 'the covenant 2006' a Series, Movie, or Documentary?",Answer Movie
birth of the dragon,1,Is title 'birth of the dragon' original Netflix content?,Answer No,19,"Is Netflix title 'birth of the dragon' a Series, Movie, or Documentary?",Answer Movie
motherless brooklyn,1,Is title 'motherless brooklyn' original Netflix content?,Answer No,19,"Is Netflix title 'motherless brooklyn' a Series, Movie, or Documentary?",Answer Movie
the anthrax attacks,1,Is title 'the anthrax attacks' original Netflix content?,Answer No,19,"Is Netflix title 'the anthrax attacks' a Series, Movie, or Documentary?",Answer Documentary
the chair,1,Is title 'the chair' original Netflix content?,Answer Yes,9,"Is Netflix title 'the chair' a Series, Movie, or Documentary?",Answer Series
afflicted,1,Is title 'afflicted' original Netflix content?,Answer Yes,9,"Is Netflix title 'afflicted' a Series, Movie, or Documentary?",Answer Series
shameless series 5,1,Is title 'shameless series 5' original Netflix content?,Answer No,18,"Is Netflix title 'shameless series 5' a Series, Movie, or Documentary?",Answer Series
quando o sol se pe,1,Is title 'quando o sol se pe' original Netflix content?,Answer No,18,"Is Netflix title 'quando o sol se pe' a Series, Movie, or Documentary?",Answer Movie
bad joke  kamek,1,Is title 'bad joke  kamek' original Netflix content?,Answer No,15,"Is Netflix title 'bad joke  kamek' a Series, Movie, or Documentary?","Answer: None, this title does not exist on Netflix."
high society 2017,1,Is title 'high society 2017' original Netflix content?,Answer No,17,"Is Netflix title 'high society 2017' a Series, Movie, or Documentary?",Answer: Series
the hurricane heist,1,Is title 'the hurricane heist' original Netflix content?,Answer No,19,"Is Netflix title 'the hurricane heist' a Series, Movie, or Documentary?",Answer Movie
wallander series 4,1,Is title 'wallander series 4' original Netflix content?,Answer No,18,"Is Netflix title 'wallander series 4' a Series, Movie, or Documentary?",Answer Series
wallander series 3,1,Is title 'wallander series 3' original Netflix content?,Answer No,18,"Is Netflix title 'wallander series 3' a Series, Movie, or Documentary?",Answer Series
gunpowder milkshake,1,Is title 'gunpowder milkshake' original Netflix content?,Answer No,19,"Is Netflix title 'gunpowder milkshake' a Series, Movie, or Documentary?",Answer Movie
million dollar baby,1,Is title 'million dollar baby' original Netflix content?,Answer No,19,"Is Netflix title 'million dollar baby' a Series, Movie, or Documentary?",Answer Movie
irresistible 2020,1,Is title 'irresistible 2020' original Netflix content?,Answer No,17,"Is Netflix title 'irresistible 2020' a Series, Movie, or Documentary?",Answer Movie
wallander series 2,1,Is title 'wallander series 2' original Netflix content?,Answer No,18,"Is Netflix title 'wallander series 2' a Series, Movie, or Documentary?",Answer Series
the kissing booth 2,1,Is title 'the kissing booth 2' original Netflix content?,Answer Yes,19,"Is Netflix title 'the kissing booth 2' a Series, Movie, or Documentary?",Answer Movie
joyful noise 2012,1,Is title 'joyful noise 2012' original Netflix content?,Answer No,17,"Is Netflix title 'joyful noise 2012' a Series, Movie, or Documentary?",Answer Movie
fright night 1985,1,Is title 'fright night 1985' original Netflix content?,Answer No,17,"Is Netflix title 'fright night 1985' a Series, Movie, or Documentary?",Answer Movie
pet sematary 1989,1,Is title 'pet sematary 1989' original Netflix content?,Answer No,17,"Is Netflix title 'pet sematary 1989' a Series, Movie, or Documentary?",Answer Movie
from london to bali,1,Is title 'from london to bali' original Netflix content?,Answer No,19,"Is Netflix title 'from london to bali' a Series, Movie, or Documentary?",Answer Series
a fairly odd summer,1,Is title 'a fairly odd summer' original Netflix content?,Answer No,19,"Is Netflix title 'a fairly odd summer' a Series, Movie, or Documentary?",Answer Movie
the bling lagosians,1,Is title 'the bling lagosians' original Netflix content?,Answer No,19,"Is Netflix title 'the bling lagosians' a Series, Movie, or Documentary?",Answer Movie
ghost writer 2019,1,Is title 'ghost writer 2019' original Netflix content?,Answer No,17,"Is Netflix title 'ghost writer 2019' a Series, Movie, or Documentary?",Answer Series
a cure for wellness,1,Is title 'a cure for wellness' original Netflix content?,Answer No,19,"Is Netflix title 'a cure for wellness' a Series, Movie, or Documentary?",Answer Movie
the departed 2006,1,Is title 'the departed 2006' original Netflix content?,Answer No,17,"Is Netflix title 'the departed 2006' a Series, Movie, or Documentary?",Answer Movie
the lady in the van,1,Is title 'the lady in the van' original Netflix content?,Answer No,19,"Is Netflix title 'the lady in the van' a Series, Movie, or Documentary?",Answer Movie
killing them softly,1,Is title 'killing them softly' original Netflix content?,Answer No,19,"Is Netflix title 'killing them softly' a Series, Movie, or Documentary?",Answer Movie
the spectacular now,1,Is title 'the spectacular now' original Netflix content?,Answer No,19,"Is Netflix title 'the spectacular now' a Series, Movie, or Documentary?",Answer Movie
total recall 2012,1,Is title 'total recall 2012' original Netflix content?,Answer No,17,"Is Netflix title 'total recall 2012' a Series, Movie, or Documentary?",Answer Movie
line of duty 2019,1,Is title 'line of duty 2019' original Netflix content?,Answer No,17,"Is Netflix title 'line of duty 2019' a Series, Movie, or Documentary?",Answer Series
tiempo de valientes,1,Is title 'tiempo de valientes' original Netflix content?,Answer No,19,"Is Netflix title 'tiempo de valientes' a Series, Movie, or Documentary?",Answer Movie
the tall man 2012,1,Is title 'the tall man 2012' original Netflix content?,Answer No,17,"Is Netflix title 'the tall man 2012' a Series, Movie, or Documentary?",Answer Movie
hard to kill 1990,1,Is title 'hard to kill 1990' original Netflix content?,Answer No,17,"Is Netflix title 'hard to kill 1990' a Series, Movie, or Documentary?",Answer Movie
along came a spider,1,Is title 'along came a spider' original Netflix content?,Answer No,19,"Is Netflix title 'along came a spider' a Series, Movie, or Documentary?",Answer Movie
isteri untuk dijual,1,Is title 'isteri untuk dijual' original Netflix content?,Answer: No,19,"Is Netflix title 'isteri untuk dijual' a Series, Movie, or Documentary?",Answer Series
peep show series 9,1,Is title 'peep show series 9' original Netflix content?,Answer No,18,"Is Netflix title 'peep show series 9' a Series, Movie, or Documentary?",Answer Series
una festa esagerata,1,Is title 'una festa esagerata' original Netflix content?,Answer: No,19,"Is Netflix title 'una festa esagerata' a Series, Movie, or Documentary?",Answer Movie
diner  diner,1,Is title 'diner  diner' original Netflix content?,Answer No,12,"Is Netflix title 'diner  diner' a Series, Movie, or Documentary?",Answer: Series
girl in the picture,1,Is title 'girl in the picture' original Netflix content?,Answer: No,19,"Is Netflix title 'girl in the picture' a Series, Movie, or Documentary?",Answer Documentary
project mc part 4,1,Is title 'project mc part 4' original Netflix content?,Answer Yes,17,"Is Netflix title 'project mc part 4' a Series, Movie, or Documentary?",Answer Series
the upshaws part 3,1,Is title 'the upshaws part 3' original Netflix content?,Answer Yes,18,"Is Netflix title 'the upshaws part 3' a Series, Movie, or Documentary?",Answer Series
players,1,Is title 'players' original Netflix content?,Answer: No,7,"Is Netflix title 'players' a Series, Movie, or Documentary?",Answer Series
down by love 2016,1,Is title 'down by love 2016' original Netflix content?,Answer No,17,"Is Netflix title 'down by love 2016' a Series, Movie, or Documentary?",Answer Movie
fifty shades darker,1,Is title 'fifty shades darker' original Netflix content?,Answer No,19,"Is Netflix title 'fifty shades darker' a Series, Movie, or Documentary?",Answer Movie
midnight sun 2018,1,Is title 'midnight sun 2018' original Netflix content?,Answer No,17,"Is Netflix title 'midnight sun 2018' a Series, Movie, or Documentary?",Answer Movie
metamorphosis,1,Is title 'metamorphosis' original Netflix content?,Answer No,13,"Is Netflix title 'metamorphosis' a Series, Movie, or Documentary?","Answer: It could refer to either a Series or Movie, as there are multiple titles with the name ""Metamorphosis"" on Netflix."
marblegen,1,Is title 'marblegen' original Netflix content?,Answer No,9,"Is Netflix title 'marblegen' a Series, Movie, or Documentary?",Answer Series
lost song,1,Is title 'lost song' original Netflix content?,Answer Yes,9,"Is Netflix title 'lost song' a Series, Movie, or Documentary?",Answer Series
the kissing booth 3,1,Is title 'the kissing booth 3' original Netflix content?,Answer Yes,19,"Is Netflix title 'the kissing booth 3' a Series, Movie, or Documentary?",Answer Movie
hllgrund,1,Is title 'hllgrund' original Netflix content?,Answer: No,8,"Is Netflix title 'hllgrund' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
sune p bilsemester,1,Is title 'sune p bilsemester' original Netflix content?,Answer No,18,"Is Netflix title 'sune p bilsemester' a Series, Movie, or Documentary?",Answer Series
for the love of god,1,Is title 'for the love of god' original Netflix content?,Answer No,19,"Is Netflix title 'for the love of god' a Series, Movie, or Documentary?",Answer: It could be any of the three categories without more specific information.
that awkward moment,1,Is title 'that awkward moment' original Netflix content?,Answer No,19,"Is Netflix title 'that awkward moment' a Series, Movie, or Documentary?",Answer Movie
i used to be famous,1,Is title 'i used to be famous' original Netflix content?,Answer: No,19,"Is Netflix title 'i used to be famous' a Series, Movie, or Documentary?",Answer Series
sorry to bother you,1,Is title 'sorry to bother you' original Netflix content?,Answer No,19,"Is Netflix title 'sorry to bother you' a Series, Movie, or Documentary?",Answer Movie
the club  el club,1,Is title 'the club  el club' original Netflix content?,Answer No,17,"Is Netflix title 'the club  el club' a Series, Movie, or Documentary?",Answer Series
kd a karuppudurai,1,Is title 'kd a karuppudurai' original Netflix content?,Answer No,17,"Is Netflix title 'kd a karuppudurai' a Series, Movie, or Documentary?",Answer Movie
side dish,1,Is title 'side dish' original Netflix content?,Answer: No,9,"Is Netflix title 'side dish' a Series, Movie, or Documentary?",Answer: It could be any of the three options without more specific information.
how to build a girl,1,Is title 'how to build a girl' original Netflix content?,Answer No,19,"Is Netflix title 'how to build a girl' a Series, Movie, or Documentary?",Answer Movie
battle los angeles,1,Is title 'battle los angeles' original Netflix content?,Answer No,18,"Is Netflix title 'battle los angeles' a Series, Movie, or Documentary?",Answer Movie
all day and a night,1,Is title 'all day and a night' original Netflix content?,Answer Yes,19,"Is Netflix title 'all day and a night' a Series, Movie, or Documentary?",Answer Movie
thunivu malayalam,1,Is title 'thunivu malayalam' original Netflix content?,Answer: No,17,"Is Netflix title 'thunivu malayalam' a Series, Movie, or Documentary?",Answer: It is a Movie.
paradise pd part 3,1,Is title 'paradise pd part 3' original Netflix content?,Answer Yes,18,"Is Netflix title 'paradise pd part 3' a Series, Movie, or Documentary?",Answer Series
dem horizont so nah,1,Is title 'dem horizont so nah' original Netflix content?,Answer No,19,"Is Netflix title 'dem horizont so nah' a Series, Movie, or Documentary?",Answer Movie
casa da me joana 2,1,Is title 'casa da me joana 2' original Netflix content?,Answer No,18,"Is Netflix title 'casa da me joana 2' a Series, Movie, or Documentary?",Answer Series
wellmania,1,Is title 'wellmania' original Netflix content?,Answer No,9,"Is Netflix title 'wellmania' a Series, Movie, or Documentary?",Answer Documentary
out of sight 1998,1,Is title 'out of sight 1998' original Netflix content?,Answer No,17,"Is Netflix title 'out of sight 1998' a Series, Movie, or Documentary?",Answer Movie
amy schumer growing,1,Is title 'amy schumer growing' original Netflix content?,Answer Yes,19,"Is Netflix title 'amy schumer growing' a Series, Movie, or Documentary?",Answer Documentary
bittersweet sixteen,1,Is title 'bittersweet sixteen' original Netflix content?,Answer: No,19,"Is Netflix title 'bittersweet sixteen' a Series, Movie, or Documentary?",Answer Series
paradise pd part 2,1,Is title 'paradise pd part 2' original Netflix content?,Answer Yes,18,"Is Netflix title 'paradise pd part 2' a Series, Movie, or Documentary?",Answer Series
lebuhraya ke neraka,1,Is title 'lebuhraya ke neraka' original Netflix content?,Answer: No,19,"Is Netflix title 'lebuhraya ke neraka' a Series, Movie, or Documentary?",Answer Movie
le fils du franais,1,Is title 'le fils du franais' original Netflix content?,Answer: No,18,"Is Netflix title 'le fils du franais' a Series, Movie, or Documentary?",Answer Movie
total drama action,1,Is title 'total drama action' original Netflix content?,Answer No,18,"Is Netflix title 'total drama action' a Series, Movie, or Documentary?",Answer Series
dead silence 2007,1,Is title 'dead silence 2007' original Netflix content?,Answer No,17,"Is Netflix title 'dead silence 2007' a Series, Movie, or Documentary?",Answer Movie
long weekend 2021,1,Is title 'long weekend 2021' original Netflix content?,Answer: No,17,"Is Netflix title 'long weekend 2021' a Series, Movie, or Documentary?",Answer Movie
the notebook 2004,1,Is title 'the notebook 2004' original Netflix content?,Answer No,17,"Is Netflix title 'the notebook 2004' a Series, Movie, or Documentary?",Answer Movie
heksejakt,1,Is title 'heksejakt' original Netflix content?,Answer: No,9,"Is Netflix title 'heksejakt' a Series, Movie, or Documentary?",Answer Series
big mommas house 2,1,Is title 'big mommas house 2' original Netflix content?,Answer No,18,"Is Netflix title 'big mommas house 2' a Series, Movie, or Documentary?",Answer Movie
deerskin  le daim,1,Is title 'deerskin  le daim' original Netflix content?,Answer No,17,"Is Netflix title 'deerskin  le daim' a Series, Movie, or Documentary?",Answer Movie
delivery man 2013,1,Is title 'delivery man 2013' original Netflix content?,Answer No,17,"Is Netflix title 'delivery man 2013' a Series, Movie, or Documentary?",Answer Movie
dl hughley clear,1,Is title 'dl hughley clear' original Netflix content?,Answer No,16,"Is Netflix title 'dl hughley clear' a Series, Movie, or Documentary?",Answer Documentary
rock n roll 2017,1,Is title 'rock n roll 2017' original Netflix content?,Answer No,16,"Is Netflix title 'rock n roll 2017' a Series, Movie, or Documentary?",Answer Movie
final destination 3,1,Is title 'final destination 3' original Netflix content?,Answer No,19,"Is Netflix title 'final destination 3' a Series, Movie, or Documentary?",Answer Movie
final destination 5,1,Is title 'final destination 5' original Netflix content?,Answer No,19,"Is Netflix title 'final destination 5' a Series, Movie, or Documentary?",Answer Movie
team kaylie part 3,1,Is title 'team kaylie part 3' original Netflix content?,Answer Yes,18,"Is Netflix title 'team kaylie part 3' a Series, Movie, or Documentary?",Answer Series
the vanished 2020,1,Is title 'the vanished 2020' original Netflix content?,Answer No,17,"Is Netflix title 'the vanished 2020' a Series, Movie, or Documentary?",Answer Movie
per niente al mondo,1,Is title 'per niente al mondo' original Netflix content?,Answer: No,19,"Is Netflix title 'per niente al mondo' a Series, Movie, or Documentary?",Answer: Movie
the giant  handia,1,Is title 'the giant  handia' original Netflix content?,Answer No,17,"Is Netflix title 'the giant  handia' a Series, Movie, or Documentary?",Answer Movie
our kind of traitor,1,Is title 'our kind of traitor' original Netflix content?,Answer No,19,"Is Netflix title 'our kind of traitor' a Series, Movie, or Documentary?",Answer Movie
bad day for the cut,1,Is title 'bad day for the cut' original Netflix content?,Answer No,19,"Is Netflix title 'bad day for the cut' a Series, Movie, or Documentary?",Answer Movie
legends of the fall,1,Is title 'legends of the fall' original Netflix content?,Answer No,19,"Is Netflix title 'legends of the fall' a Series, Movie, or Documentary?",Answer Movie
crazyhead,1,Is title 'crazyhead' original Netflix content?,Answer Yes,9,"Is Netflix title 'crazyhead' a Series, Movie, or Documentary?",Answer Series
hidden heart 2018,1,Is title 'hidden heart 2018' original Netflix content?,Answer: No,17,"Is Netflix title 'hidden heart 2018' a Series, Movie, or Documentary?",Answer Movie
luna nera,1,Is title 'luna nera' original Netflix content?,Answer Yes,9,"Is Netflix title 'luna nera' a Series, Movie, or Documentary?",Answer Series
gomorrah  gomorra,1,Is title 'gomorrah  gomorra' original Netflix content?,Answer No,17,"Is Netflix title 'gomorrah  gomorra' a Series, Movie, or Documentary?",Answer Series
blood line,1,Is title 'blood line' original Netflix content?,Answer Yes,10,"Is Netflix title 'blood line' a Series, Movie, or Documentary?",Answer Series
the punisher 2004,1,Is title 'the punisher 2004' original Netflix content?,Answer No,17,"Is Netflix title 'the punisher 2004' a Series, Movie, or Documentary?",Answer Movie
things heard  seen,1,Is title 'things heard  seen' original Netflix content?,Answer Yes,18,"Is Netflix title 'things heard  seen' a Series, Movie, or Documentary?",Answer Movie
bloody ties,1,Is title 'bloody ties' original Netflix content?,Answer No,11,"Is Netflix title 'bloody ties' a Series, Movie, or Documentary?",Answer Movie
cold fish,1,Is title 'cold fish' original Netflix content?,Answer No,9,"Is Netflix title 'cold fish' a Series, Movie, or Documentary?",Answer Movie
shrek forever after,1,Is title 'shrek forever after' original Netflix content?,Answer No,19,"Is Netflix title 'shrek forever after' a Series, Movie, or Documentary?",Answer Movie
the bourne identity,1,Is title 'the bourne identity' original Netflix content?,Answer No,19,"Is Netflix title 'the bourne identity' a Series, Movie, or Documentary?",Answer Movie
paradise pd part 4,1,Is title 'paradise pd part 4' original Netflix content?,Answer Yes,18,"Is Netflix title 'paradise pd part 4' a Series, Movie, or Documentary?",Answer Series
super senior heroes,1,Is title 'super senior heroes' original Netflix content?,Answer: No,19,"Is Netflix title 'super senior heroes' a Series, Movie, or Documentary?",Answer Series
biz size dneriz,1,Is title 'biz size dneriz' original Netflix content?,Answer: No,15,"Is Netflix title 'biz size dneriz' a Series, Movie, or Documentary?",Answer: Series
wild mountain thyme,1,Is title 'wild mountain thyme' original Netflix content?,Answer No,19,"Is Netflix title 'wild mountain thyme' a Series, Movie, or Documentary?",Answer Movie
the upshaws part 1,1,Is title 'the upshaws part 1' original Netflix content?,Answer Yes,18,"Is Netflix title 'the upshaws part 1' a Series, Movie, or Documentary?",Answer Series
the princess switch,1,Is title 'the princess switch' original Netflix content?,Answer Yes,19,"Is Netflix title 'the princess switch' a Series, Movie, or Documentary?",Answer Movie
black money,1,Is title 'black money' original Netflix content?,Answer No,11,"Is Netflix title 'black money' a Series, Movie, or Documentary?",Answer Series
sudani from nigeria,1,Is title 'sudani from nigeria' original Netflix content?,Answer No,19,"Is Netflix title 'sudani from nigeria' a Series, Movie, or Documentary?",Answer Movie
boomika malayalam,1,Is title 'boomika malayalam' original Netflix content?,Answer: No,17,"Is Netflix title 'boomika malayalam' a Series, Movie, or Documentary?",Answer Movie
little italy 2018,1,Is title 'little italy 2018' original Netflix content?,Answer No,17,"Is Netflix title 'little italy 2018' a Series, Movie, or Documentary?",Answer Movie
