Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
the ghost writer,1,Is title 'the ghost writer' original Netflix content?,Answer No,16,"Is Netflix title 'the ghost writer' a Series, Movie, or Documentary?",Answer Movie
si yo fuera rico,1,Is title 'si yo fuera rico' original Netflix content?,Answer No,16,"Is Netflix title 'si yo fuera rico' a Series, Movie, or Documentary?",Answer Movie
lakeview terrace,1,Is title 'lakeview terrace' original Netflix content?,Answer No,16,"Is Netflix title 'lakeview terrace' a Series, Movie, or Documentary?",Answer Movie
jane eyre 2011,1,Is title 'jane eyre 2011' original Netflix content?,Answer No,14,"Is Netflix title 'jane eyre 2011' a Series, Movie, or Documentary?",Answer Movie
io sono labisso,1,Is title 'io sono labisso' original Netflix content?,Answer: Yes,15,"Is Netflix title 'io sono labisso' a Series, Movie, or Documentary?",Answer Movie
immortals 2011,1,Is title 'immortals 2011' original Netflix content?,Answer No,14,"Is Netflix title 'immortals 2011' a Series, Movie, or Documentary?",Answer Movie
gods not dead 2,1,Is title 'gods not dead 2' original Netflix content?,Answer No,15,"Is Netflix title 'gods not dead 2' a Series, Movie, or Documentary?",Answer Movie
teefa in trouble,1,Is title 'teefa in trouble' original Netflix content?,Answer No,16,"Is Netflix title 'teefa in trouble' a Series, Movie, or Documentary?",Answer Movie
manhunt,1,Is title 'manhunt' original Netflix content?,Answer: No,7,"Is Netflix title 'manhunt' a Series, Movie, or Documentary?",Answer Series
ballerina 2016,1,Is title 'ballerina 2016' original Netflix content?,Answer No,14,"Is Netflix title 'ballerina 2016' a Series, Movie, or Documentary?",Answer Movie
2 good 2 be true,1,Is title '2 good 2 be true' original Netflix content?,Answer: Yes,16,"Is Netflix title '2 good 2 be true' a Series, Movie, or Documentary?",Answer Movie
horimiya,1,Is title 'horimiya' original Netflix content?,Answer No,8,"Is Netflix title 'horimiya' a Series, Movie, or Documentary?",Answer Series
into the inferno,1,Is title 'into the inferno' original Netflix content?,Answer No,16,"Is Netflix title 'into the inferno' a Series, Movie, or Documentary?",Answer Documentary
angel has fallen,1,Is title 'angel has fallen' original Netflix content?,Answer No,16,"Is Netflix title 'angel has fallen' a Series, Movie, or Documentary?",Answer Movie
arthur christmas,1,Is title 'arthur christmas' original Netflix content?,Answer No,16,"Is Netflix title 'arthur christmas' a Series, Movie, or Documentary?",Answer Movie
voice 2   2,1,Is title 'voice 2   2' original Netflix content?,Answer No,11,"Is Netflix title 'voice 2   2' a Series, Movie, or Documentary?",Answer Series
wild card 2015,1,Is title 'wild card 2015' original Netflix content?,Answer No,14,"Is Netflix title 'wild card 2015' a Series, Movie, or Documentary?",Answer Movie
just the 3 of us,1,Is title 'just the 3 of us' original Netflix content?,Answer: No,16,"Is Netflix title 'just the 3 of us' a Series, Movie, or Documentary?",Answer Movie
vai que d certo,1,Is title 'vai que d certo' original Netflix content?,Answer No,15,"Is Netflix title 'vai que d certo' a Series, Movie, or Documentary?",Answer Movie
moonage daydream,1,Is title 'moonage daydream' original Netflix content?,Answer: No,16,"Is Netflix title 'moonage daydream' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
trigun,1,Is title 'trigun' original Netflix content?,Answer No,6,"Is Netflix title 'trigun' a Series, Movie, or Documentary?",Answer Series
poison  veleno,1,Is title 'poison  veleno' original Netflix content?,Answer: Yes,14,"Is Netflix title 'poison  veleno' a Series, Movie, or Documentary?",Answer Movie
run fatboy run,1,Is title 'run fatboy run' original Netflix content?,Answer No,14,"Is Netflix title 'run fatboy run' a Series, Movie, or Documentary?",Answer Movie
shyam singha roy,1,Is title 'shyam singha roy' original Netflix content?,Answer No,16,"Is Netflix title 'shyam singha roy' a Series, Movie, or Documentary?",Answer Movie
percy vs goliath,1,Is title 'percy vs goliath' original Netflix content?,Answer No,16,"Is Netflix title 'percy vs goliath' a Series, Movie, or Documentary?",Answer Movie
farzar,1,Is title 'farzar' original Netflix content?,Answer No,6,"Is Netflix title 'farzar' a Series, Movie, or Documentary?",Answer: Movie
oceans thirteen,1,Is title 'oceans thirteen' original Netflix content?,Answer No,15,"Is Netflix title 'oceans thirteen' a Series, Movie, or Documentary?",Answer Movie
la cena perfetta,1,Is title 'la cena perfetta' original Netflix content?,Answer: No,16,"Is Netflix title 'la cena perfetta' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, depending on the specific content of the title."
chosen,1,Is title 'chosen' original Netflix content?,Answer: Yes,6,"Is Netflix title 'chosen' a Series, Movie, or Documentary?",Answer Series
mr right 2015,1,Is title 'mr right 2015' original Netflix content?,Answer No,13,"Is Netflix title 'mr right 2015' a Series, Movie, or Documentary?",Answer Movie
jailbreak 2017,1,Is title 'jailbreak 2017' original Netflix content?,Answer No,14,"Is Netflix title 'jailbreak 2017' a Series, Movie, or Documentary?",Answer Movie
stick man 2015,1,Is title 'stick man 2015' original Netflix content?,Answer No,14,"Is Netflix title 'stick man 2015' a Series, Movie, or Documentary?",Answer Movie
edge of tomorrow,1,Is title 'edge of tomorrow' original Netflix content?,Answer No,16,"Is Netflix title 'edge of tomorrow' a Series, Movie, or Documentary?",Answer Movie
star trek 2009,1,Is title 'star trek 2009' original Netflix content?,Answer No,14,"Is Netflix title 'star trek 2009' a Series, Movie, or Documentary?",Answer Movie
good boys 2019,1,Is title 'good boys 2019' original Netflix content?,Answer No,14,"Is Netflix title 'good boys 2019' a Series, Movie, or Documentary?",Answer Movie
puteri,1,Is title 'puteri' original Netflix content?,Answer: No,6,"Is Netflix title 'puteri' a Series, Movie, or Documentary?","Answer: It could be any of the three options (Series, Movie, or Documentary) without more specific information."
love song 2020,1,Is title 'love song 2020' original Netflix content?,Answer: Yes,14,"Is Netflix title 'love song 2020' a Series, Movie, or Documentary?",Answer Movie
in from the side,1,Is title 'in from the side' original Netflix content?,Answer: No,16,"Is Netflix title 'in from the side' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
the hunger games,1,Is title 'the hunger games' original Netflix content?,Answer No,16,"Is Netflix title 'the hunger games' a Series, Movie, or Documentary?",Answer Movie
phantom,1,Is title 'phantom' original Netflix content?,Answer No,7,"Is Netflix title 'phantom' a Series, Movie, or Documentary?","Answer: It could refer to multiple titles on Netflix, so without more specific information, it is unclear whether it is a Series, Movie, or Documentary."
footloose 2011,1,Is title 'footloose 2011' original Netflix content?,Answer No,14,"Is Netflix title 'footloose 2011' a Series, Movie, or Documentary?",Answer Movie
paradise highway,1,Is title 'paradise highway' original Netflix content?,Answer No,16,"Is Netflix title 'paradise highway' a Series, Movie, or Documentary?",Answer Series
i am u,1,Is title 'i am u' original Netflix content?,Answer: No,6,"Is Netflix title 'i am u' a Series, Movie, or Documentary?",Answer Series
run off  2,1,Is title 'run off  2' original Netflix content?,Answer: No,10,"Is Netflix title 'run off  2' a Series, Movie, or Documentary?",Answer Movie
attention please,1,Is title 'attention please' original Netflix content?,Answer No,16,"Is Netflix title 'attention please' a Series, Movie, or Documentary?",Answer Series
tears of the sun,1,Is title 'tears of the sun' original Netflix content?,Answer No,16,"Is Netflix title 'tears of the sun' a Series, Movie, or Documentary?",Answer Movie
bully  pestkop,1,Is title 'bully  pestkop' original Netflix content?,Answer: No,14,"Is Netflix title 'bully  pestkop' a Series, Movie, or Documentary?",Answer Series
yasuke,1,Is title 'yasuke' original Netflix content?,Answer Yes,6,"Is Netflix title 'yasuke' a Series, Movie, or Documentary?",Answer Series
the saint 1997,1,Is title 'the saint 1997' original Netflix content?,Answer No,14,"Is Netflix title 'the saint 1997' a Series, Movie, or Documentary?",Answer Movie
sole a catinelle,1,Is title 'sole a catinelle' original Netflix content?,Answer No,16,"Is Netflix title 'sole a catinelle' a Series, Movie, or Documentary?",Answer Movie
der fall collini,1,Is title 'der fall collini' original Netflix content?,Answer No,16,"Is Netflix title 'der fall collini' a Series, Movie, or Documentary?",Answer Movie
we can be heroes,1,Is title 'we can be heroes' original Netflix content?,Answer Yes,16,"Is Netflix title 'we can be heroes' a Series, Movie, or Documentary?",Answer Movie
sweet bean,1,Is title 'sweet bean' original Netflix content?,Answer No,10,"Is Netflix title 'sweet bean' a Series, Movie, or Documentary?",Answer Movie
cape fear 1991,1,Is title 'cape fear 1991' original Netflix content?,Answer No,14,"Is Netflix title 'cape fear 1991' a Series, Movie, or Documentary?",Answer Movie
fashion,1,Is title 'fashion' original Netflix content?,Answer: No,7,"Is Netflix title 'fashion' a Series, Movie, or Documentary?","Answer: It could be a Series, Movie, or Documentary, depending on the specific content of the title ""Fashion"" on Netflix."
the last vermeer,1,Is title 'the last vermeer' original Netflix content?,Answer No,16,"Is Netflix title 'the last vermeer' a Series, Movie, or Documentary?",Answer Movie
i give it a year,1,Is title 'i give it a year' original Netflix content?,Answer No,16,"Is Netflix title 'i give it a year' a Series, Movie, or Documentary?",Answer Movie
the november man,1,Is title 'the november man' original Netflix content?,Answer No,16,"Is Netflix title 'the november man' a Series, Movie, or Documentary?",Answer Movie
the river runner,1,Is title 'the river runner' original Netflix content?,Answer: No,16,"Is Netflix title 'the river runner' a Series, Movie, or Documentary?","Answer: It could be a Series, Movie, or Documentary, without more specific information."
supernova 2019,1,Is title 'supernova 2019' original Netflix content?,Answer No,14,"Is Netflix title 'supernova 2019' a Series, Movie, or Documentary?",Answer Movie
the green knight,1,Is title 'the green knight' original Netflix content?,Answer No,16,"Is Netflix title 'the green knight' a Series, Movie, or Documentary?",Answer Movie
the witch 2015,1,Is title 'the witch 2015' original Netflix content?,Answer No,14,"Is Netflix title 'the witch 2015' a Series, Movie, or Documentary?",Answer Movie
mothering sunday,1,Is title 'mothering sunday' original Netflix content?,Answer No,16,"Is Netflix title 'mothering sunday' a Series, Movie, or Documentary?",Answer Movie
quin te cantar,1,Is title 'quin te cantar' original Netflix content?,Answer No,14,"Is Netflix title 'quin te cantar' a Series, Movie, or Documentary?",Answer Movie
neighbors 2014,1,Is title 'neighbors 2014' original Netflix content?,Answer No,14,"Is Netflix title 'neighbors 2014' a Series, Movie, or Documentary?",Answer Movie
hard hit,1,Is title 'hard hit' original Netflix content?,Answer: No,8,"Is Netflix title 'hard hit' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, without more specific information."
gladiator 1992,1,Is title 'gladiator 1992' original Netflix content?,Answer No,14,"Is Netflix title 'gladiator 1992' a Series, Movie, or Documentary?",Answer Movie
pakka commercial,1,Is title 'pakka commercial' original Netflix content?,Answer No,16,"Is Netflix title 'pakka commercial' a Series, Movie, or Documentary?",Answer Series
the lover 1992,1,Is title 'the lover 1992' original Netflix content?,Answer No,14,"Is Netflix title 'the lover 1992' a Series, Movie, or Documentary?",Answer Movie
its complicated,1,Is title 'its complicated' original Netflix content?,Answer No,15,"Is Netflix title 'its complicated' a Series, Movie, or Documentary?",Answer Movie
dear john 2010,1,Is title 'dear john 2010' original Netflix content?,Answer No,14,"Is Netflix title 'dear john 2010' a Series, Movie, or Documentary?",Answer Movie
fitoor,1,Is title 'fitoor' original Netflix content?,Answer No,6,"Is Netflix title 'fitoor' a Series, Movie, or Documentary?",Answer Movie
secretary 2002,1,Is title 'secretary 2002' original Netflix content?,Answer No,14,"Is Netflix title 'secretary 2002' a Series, Movie, or Documentary?",Answer Movie
dil se,1,Is title 'dil se' original Netflix content?,Answer No,6,"Is Netflix title 'dil se' a Series, Movie, or Documentary?",Answer Movie
verliefd op cuba,1,Is title 'verliefd op cuba' original Netflix content?,Answer No,16,"Is Netflix title 'verliefd op cuba' a Series, Movie, or Documentary?",Answer Movie
the painted veil,1,Is title 'the painted veil' original Netflix content?,Answer No,16,"Is Netflix title 'the painted veil' a Series, Movie, or Documentary?",Answer Movie
barbie fairytopia,1,Is title 'barbie fairytopia' original Netflix content?,Answer No,17,"Is Netflix title 'barbie fairytopia' a Series, Movie, or Documentary?",Answer Movie
the kissing booth,1,Is title 'the kissing booth' original Netflix content?,Answer Yes,17,"Is Netflix title 'the kissing booth' a Series, Movie, or Documentary?",Answer Movie
attack the block,1,Is title 'attack the block' original Netflix content?,Answer No,16,"Is Netflix title 'attack the block' a Series, Movie, or Documentary?",Answer Movie
alter ego 2017,1,Is title 'alter ego 2017' original Netflix content?,Answer: No,14,"Is Netflix title 'alter ego 2017' a Series, Movie, or Documentary?",Answer: Series
fishtales 2016,1,Is title 'fishtales 2016' original Netflix content?,Answer No,14,"Is Netflix title 'fishtales 2016' a Series, Movie, or Documentary?",Answer Movie
the vault 2021,1,Is title 'the vault 2021' original Netflix content?,Answer No,14,"Is Netflix title 'the vault 2021' a Series, Movie, or Documentary?",Answer Movie
may 18,1,Is title 'may 18' original Netflix content?,Answer No,6,"Is Netflix title 'may 18' a Series, Movie, or Documentary?",Answer Movie
project x 2012,1,Is title 'project x 2012' original Netflix content?,Answer No,14,"Is Netflix title 'project x 2012' a Series, Movie, or Documentary?",Answer Movie
sisters on track,1,Is title 'sisters on track' original Netflix content?,Answer No,16,"Is Netflix title 'sisters on track' a Series, Movie, or Documentary?",Answer Documentary
the little prince,1,Is title 'the little prince' original Netflix content?,Answer No,17,"Is Netflix title 'the little prince' a Series, Movie, or Documentary?",Answer Movie
the perfect storm,1,Is title 'the perfect storm' original Netflix content?,Answer No,17,"Is Netflix title 'the perfect storm' a Series, Movie, or Documentary?",Answer Movie
touching the void,1,Is title 'touching the void' original Netflix content?,Answer No,17,"Is Netflix title 'touching the void' a Series, Movie, or Documentary?",Answer Documentary
senario the movie,1,Is title 'senario the movie' original Netflix content?,Answer No,17,"Is Netflix title 'senario the movie' a Series, Movie, or Documentary?",Answer Movie
tornado,1,Is title 'tornado' original Netflix content?,Answer No,7,"Is Netflix title 'tornado' a Series, Movie, or Documentary?",Answer: Movie
sugar rush 2019,1,Is title 'sugar rush 2019' original Netflix content?,Answer Yes,15,"Is Netflix title 'sugar rush 2019' a Series, Movie, or Documentary?",Answer Series
the loop  ptla,1,Is title 'the loop  ptla' original Netflix content?,Answer No,14,"Is Netflix title 'the loop  ptla' a Series, Movie, or Documentary?",Answer Series
sunflower,1,Is title 'sunflower' original Netflix content?,Answer: Yes,9,"Is Netflix title 'sunflower' a Series, Movie, or Documentary?","Answer: It could be a Series, Movie, or Documentary, as the title alone does not provide enough information to determine the format."
waiting 2005,1,Is title 'waiting 2005' original Netflix content?,Answer No,12,"Is Netflix title 'waiting 2005' a Series, Movie, or Documentary?",Answer Movie
lagi lagi senario,1,Is title 'lagi lagi senario' original Netflix content?,Answer No,17,"Is Netflix title 'lagi lagi senario' a Series, Movie, or Documentary?",Answer Series
fantastica 2018,1,Is title 'fantastica 2018' original Netflix content?,Answer No,15,"Is Netflix title 'fantastica 2018' a Series, Movie, or Documentary?",Answer Movie
captive,1,Is title 'captive' original Netflix content?,Answer Yes,7,"Is Netflix title 'captive' a Series, Movie, or Documentary?",Answer Series
shadowfall,1,Is title 'shadowfall' original Netflix content?,Answer No,10,"Is Netflix title 'shadowfall' a Series, Movie, or Documentary?",Answer Series
outlast,1,Is title 'outlast' original Netflix content?,Answer No,7,"Is Netflix title 'outlast' a Series, Movie, or Documentary?",Answer: It is not available on Netflix.
the ranch part 5,1,Is title 'the ranch part 5' original Netflix content?,Answer Yes,16,"Is Netflix title 'the ranch part 5' a Series, Movie, or Documentary?",Answer Series
the forever purge,1,Is title 'the forever purge' original Netflix content?,Answer No,17,"Is Netflix title 'the forever purge' a Series, Movie, or Documentary?",Answer Movie
passengers 2008,1,Is title 'passengers 2008' original Netflix content?,Answer No,15,"Is Netflix title 'passengers 2008' a Series, Movie, or Documentary?",Answer Movie
ambulance 2022,1,Is title 'ambulance 2022' original Netflix content?,Answer No,14,"Is Netflix title 'ambulance 2022' a Series, Movie, or Documentary?",Answer Movie
the lodge 2019,1,Is title 'the lodge 2019' original Netflix content?,Answer No,14,"Is Netflix title 'the lodge 2019' a Series, Movie, or Documentary?",Answer Movie
victoria  abdul,1,Is title 'victoria  abdul' original Netflix content?,Answer No,15,"Is Netflix title 'victoria  abdul' a Series, Movie, or Documentary?",Answer Movie
morten,1,Is title 'morten' original Netflix content?,Answer No,6,"Is Netflix title 'morten' a Series, Movie, or Documentary?",Answer Movie
smiley,1,Is title 'smiley' original Netflix content?,Answer No,6,"Is Netflix title 'smiley' a Series, Movie, or Documentary?",Answer Movie
april snow,1,Is title 'april snow' original Netflix content?,Answer No,10,"Is Netflix title 'april snow' a Series, Movie, or Documentary?",Answer Movie
the coldest game,1,Is title 'the coldest game' original Netflix content?,Answer Yes,16,"Is Netflix title 'the coldest game' a Series, Movie, or Documentary?",Answer Movie
boboiboy movie 2,1,Is title 'boboiboy movie 2' original Netflix content?,Answer No,16,"Is Netflix title 'boboiboy movie 2' a Series, Movie, or Documentary?",Answer Movie
door lock,1,Is title 'door lock' original Netflix content?,Answer: No,9,"Is Netflix title 'door lock' a Series, Movie, or Documentary?",Answer Movie
arcane,1,Is title 'arcane' original Netflix content?,Answer Yes,6,"Is Netflix title 'arcane' a Series, Movie, or Documentary?",Answer Series
mothers  matky,1,Is title 'mothers  matky' original Netflix content?,Answer: No,14,"Is Netflix title 'mothers  matky' a Series, Movie, or Documentary?",Answer Series
land of the dead,1,Is title 'land of the dead' original Netflix content?,Answer No,16,"Is Netflix title 'land of the dead' a Series, Movie, or Documentary?",Answer Movie
sonny boy 2011,1,Is title 'sonny boy 2011' original Netflix content?,Answer No,14,"Is Netflix title 'sonny boy 2011' a Series, Movie, or Documentary?",Answer Movie
evolution 2018,1,Is title 'evolution 2018' original Netflix content?,Answer No,14,"Is Netflix title 'evolution 2018' a Series, Movie, or Documentary?",Answer: Documentary
abduction 2011,1,Is title 'abduction 2011' original Netflix content?,Answer No,14,"Is Netflix title 'abduction 2011' a Series, Movie, or Documentary?",Answer Movie
now you see me 2,1,Is title 'now you see me 2' original Netflix content?,Answer No,16,"Is Netflix title 'now you see me 2' a Series, Movie, or Documentary?",Answer Movie
the perfect find,1,Is title 'the perfect find' original Netflix content?,Answer No,16,"Is Netflix title 'the perfect find' a Series, Movie, or Documentary?",Answer Movie
escape from la,1,Is title 'escape from la' original Netflix content?,Answer No,14,"Is Netflix title 'escape from la' a Series, Movie, or Documentary?",Answer Movie
drinking buddies,1,Is title 'drinking buddies' original Netflix content?,Answer No,16,"Is Netflix title 'drinking buddies' a Series, Movie, or Documentary?",Answer Movie
museum,1,Is title 'museum' original Netflix content?,Answer No,6,"Is Netflix title 'museum' a Series, Movie, or Documentary?","Answer: It could be a Series, Movie, or Documentary, depending on the specific content of the title ""Museum"" on Netflix."
dnerse senindir,1,Is title 'dnerse senindir' original Netflix content?,Answer: No,15,"Is Netflix title 'dnerse senindir' a Series, Movie, or Documentary?",Answer Series
along came polly,1,Is title 'along came polly' original Netflix content?,Answer No,16,"Is Netflix title 'along came polly' a Series, Movie, or Documentary?",Answer Movie
mr jones 2019,1,Is title 'mr jones 2019' original Netflix content?,Answer No,13,"Is Netflix title 'mr jones 2019' a Series, Movie, or Documentary?",Answer Movie
the visit 2015,1,Is title 'the visit 2015' original Netflix content?,Answer No,14,"Is Netflix title 'the visit 2015' a Series, Movie, or Documentary?",Answer Movie
zenigata,1,Is title 'zenigata' original Netflix content?,Answer: No,8,"Is Netflix title 'zenigata' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
just like heaven,1,Is title 'just like heaven' original Netflix content?,Answer No,16,"Is Netflix title 'just like heaven' a Series, Movie, or Documentary?",Answer Movie
the thing 2011,1,Is title 'the thing 2011' original Netflix content?,Answer No,14,"Is Netflix title 'the thing 2011' a Series, Movie, or Documentary?",Answer Movie
