Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
bofuri i dont want to get hurt so ill max out my defense,2,Is title 'bofuri i dont want to get hurt so ill max out my defense' original Netflix content?,Answer No,56,"Is Netflix title 'bofuri i dont want to get hurt so ill max out my defense' a Series, Movie, or Documentary?",Answer Series
masameer classics masameer,2,Is title 'masameer classics masameer' original Netflix content?,Answer No,26,"Is Netflix title 'masameer classics masameer' a Series, Movie, or Documentary?",Answer Series
enemigo ntimo,2,Is title 'enemigo ntimo' original Netflix content?,Answer No,13,"Is Netflix title 'enemigo ntimo' a Series, Movie, or Documentary?",Answer Series
senninha and friends,2,Is title 'senninha and friends' original Netflix content?,Answer No,20,"Is Netflix title 'senninha and friends' a Series, Movie, or Documentary?",Answer Series
pasin de gavilanes,2,Is title 'pasin de gavilanes' original Netflix content?,Answer No,18,"Is Netflix title 'pasin de gavilanes' a Series, Movie, or Documentary?",Answer Series
go live your way,2,Is title 'go live your way' original Netflix content?,Answer No,16,"Is Netflix title 'go live your way' a Series, Movie, or Documentary?",Answer Series
american vandal,2,Is title 'american vandal' original Netflix content?,Answer Yes,15,"Is Netflix title 'american vandal' a Series, Movie, or Documentary?",Answer Series
blippis adventures,2,Is title 'blippis adventures' original Netflix content?,Answer No,18,"Is Netflix title 'blippis adventures' a Series, Movie, or Documentary?",Answer Series
the unremarkable juanquini,2,Is title 'the unremarkable juanquini' original Netflix content?,Answer Yes,26,"Is Netflix title 'the unremarkable juanquini' a Series, Movie, or Documentary?",Answer Series
castle and castle,2,Is title 'castle and castle' original Netflix content?,Answer No,17,"Is Netflix title 'castle and castle' a Series, Movie, or Documentary?",Answer Series
daniel spellbound,2,Is title 'daniel spellbound' original Netflix content?,Answer No,17,"Is Netflix title 'daniel spellbound' a Series, Movie, or Documentary?",Answer Series
meet marry murder,2,Is title 'meet marry murder' original Netflix content?,Answer No,17,"Is Netflix title 'meet marry murder' a Series, Movie, or Documentary?",Answer Series
classroom of the elite,2,Is title 'classroom of the elite' original Netflix content?,Answer No,22,"Is Netflix title 'classroom of the elite' a Series, Movie, or Documentary?",Answer Series
tunnel,2,Is title 'tunnel' original Netflix content?,Answer No,6,"Is Netflix title 'tunnel' a Series, Movie, or Documentary?",Answer Series
mobile suit gundam ironblooded orphans,2,Is title 'mobile suit gundam ironblooded orphans' original Netflix content?,Answer No,38,"Is Netflix title 'mobile suit gundam ironblooded orphans' a Series, Movie, or Documentary?",Answer Series
fary hexagone,2,Is title 'fary hexagone' original Netflix content?,Answer Yes,13,"Is Netflix title 'fary hexagone' a Series, Movie, or Documentary?",Answer Series
remember you,2,Is title 'remember you' original Netflix content?,Answer: No,12,"Is Netflix title 'remember you' a Series, Movie, or Documentary?",Answer: Movie
aquarius 2015,2,Is title 'aquarius 2015' original Netflix content?,Answer No,13,"Is Netflix title 'aquarius 2015' a Series, Movie, or Documentary?",Answer Series
hero,2,Is title 'hero' original Netflix content?,Answer: No,4,"Is Netflix title 'hero' a Series, Movie, or Documentary?",Answer: Movie
the real world,2,Is title 'the real world' original Netflix content?,Answer No,14,"Is Netflix title 'the real world' a Series, Movie, or Documentary?",Answer Series
vikings valhalla,2,Is title 'vikings valhalla' original Netflix content?,Answer Yes,16,"Is Netflix title 'vikings valhalla' a Series, Movie, or Documentary?",Answer Series
the mole 2001,2,Is title 'the mole 2001' original Netflix content?,Answer No,13,"Is Netflix title 'the mole 2001' a Series, Movie, or Documentary?",Answer Series
framed a sicilian murder mystery,2,Is title 'framed a sicilian murder mystery' original Netflix content?,Answer No,32,"Is Netflix title 'framed a sicilian murder mystery' a Series, Movie, or Documentary?",Answer Documentary
izzys koala world,2,Is title 'izzys koala world' original Netflix content?,Answer Yes,17,"Is Netflix title 'izzys koala world' a Series, Movie, or Documentary?",Answer Series
the sound of your heart reboot,2,Is title 'the sound of your heart reboot' original Netflix content?,Answer Yes,30,"Is Netflix title 'the sound of your heart reboot' a Series, Movie, or Documentary?",Answer Series
falsa identidad,2,Is title 'falsa identidad' original Netflix content?,Answer No,15,"Is Netflix title 'falsa identidad' a Series, Movie, or Documentary?",Answer Series
shes gotta have it,2,Is title 'shes gotta have it' original Netflix content?,Answer Yes,18,"Is Netflix title 'shes gotta have it' a Series, Movie, or Documentary?",Answer Series
girls incarcerated,2,Is title 'girls incarcerated' original Netflix content?,Answer Yes,18,"Is Netflix title 'girls incarcerated' a Series, Movie, or Documentary?",Answer Series
that girl lay lay,2,Is title 'that girl lay lay' original Netflix content?,Answer No,17,"Is Netflix title 'that girl lay lay' a Series, Movie, or Documentary?",Answer Series
bank of dave,2,Is title 'bank of dave' original Netflix content?,Answer No,12,"Is Netflix title 'bank of dave' a Series, Movie, or Documentary?",Answer Series
that time i got reincarnated as a slime,2,Is title 'that time i got reincarnated as a slime' original Netflix content?,Answer No,39,"Is Netflix title 'that time i got reincarnated as a slime' a Series, Movie, or Documentary?",Answer Series
haters back off,2,Is title 'haters back off' original Netflix content?,Answer Yes,15,"Is Netflix title 'haters back off' a Series, Movie, or Documentary?",Answer Series
rhyme time town,2,Is title 'rhyme time town' original Netflix content?,Answer Yes,15,"Is Netflix title 'rhyme time town' a Series, Movie, or Documentary?",Answer Series
little princess,2,Is title 'little princess' original Netflix content?,Answer No,15,"Is Netflix title 'little princess' a Series, Movie, or Documentary?",Answer Series
code geass lelouch of the rebellion,2,Is title 'code geass lelouch of the rebellion' original Netflix content?,Answer No,35,"Is Netflix title 'code geass lelouch of the rebellion' a Series, Movie, or Documentary?",Answer Series
atsushi tamura no chijoha deha dame zettai,2,Is title 'atsushi tamura no chijoha deha dame zettai' original Netflix content?,Answer No,42,"Is Netflix title 'atsushi tamura no chijoha deha dame zettai' a Series, Movie, or Documentary?",Answer Series
tom and jerry tales,2,Is title 'tom and jerry tales' original Netflix content?,Answer No,19,"Is Netflix title 'tom and jerry tales' a Series, Movie, or Documentary?",Answer Series
ginny  georgia,2,Is title 'ginny  georgia' original Netflix content?,Answer Yes,14,"Is Netflix title 'ginny  georgia' a Series, Movie, or Documentary?",Answer Series
blues clues  you,2,Is title 'blues clues  you' original Netflix content?,Answer No,16,"Is Netflix title 'blues clues  you' a Series, Movie, or Documentary?",Answer Series
hotaru no hikari its only a little light in my life,2,Is title 'hotaru no hikari its only a little light in my life' original Netflix content?,Answer No,51,"Is Netflix title 'hotaru no hikari its only a little light in my life' a Series, Movie, or Documentary?",Answer Series
barbecue showdown,2,Is title 'barbecue showdown' original Netflix content?,Answer: Yes,17,"Is Netflix title 'barbecue showdown' a Series, Movie, or Documentary?",Answer Series
morden im norden,2,Is title 'morden im norden' original Netflix content?,Answer No,16,"Is Netflix title 'morden im norden' a Series, Movie, or Documentary?",Answer Series
pretty hard cases,2,Is title 'pretty hard cases' original Netflix content?,Answer Yes,17,"Is Netflix title 'pretty hard cases' a Series, Movie, or Documentary?",Answer Series
green eggs and ham,2,Is title 'green eggs and ham' original Netflix content?,Answer Yes,18,"Is Netflix title 'green eggs and ham' a Series, Movie, or Documentary?",Answer Series
the mind explained,2,Is title 'the mind explained' original Netflix content?,Answer Yes,18,"Is Netflix title 'the mind explained' a Series, Movie, or Documentary?",Answer Series
an astrological guide for broken hearts,2,Is title 'an astrological guide for broken hearts' original Netflix content?,Answer: Yes,39,"Is Netflix title 'an astrological guide for broken hearts' a Series, Movie, or Documentary?",Answer Series
once again,2,Is title 'once again' original Netflix content?,Answer No,10,"Is Netflix title 'once again' a Series, Movie, or Documentary?",Answer Series
ghost in the shell sac2045,2,Is title 'ghost in the shell sac2045' original Netflix content?,Answer Yes,26,"Is Netflix title 'ghost in the shell sac2045' a Series, Movie, or Documentary?",Answer Series
b the beginning,2,Is title 'b the beginning' original Netflix content?,Answer Yes,15,"Is Netflix title 'b the beginning' a Series, Movie, or Documentary?",Answer Series
el dragn return of a warrior,2,Is title 'el dragn return of a warrior' original Netflix content?,Answer No,28,"Is Netflix title 'el dragn return of a warrior' a Series, Movie, or Documentary?",Answer Series
mobile suit gundam the witch from mercury,2,Is title 'mobile suit gundam the witch from mercury' original Netflix content?,Answer No,41,"Is Netflix title 'mobile suit gundam the witch from mercury' a Series, Movie, or Documentary?",Answer Series
my unorthodox life,2,Is title 'my unorthodox life' original Netflix content?,Answer Yes,18,"Is Netflix title 'my unorthodox life' a Series, Movie, or Documentary?",Answer Series
barangay 143,2,Is title 'barangay 143' original Netflix content?,Answer No,12,"Is Netflix title 'barangay 143' a Series, Movie, or Documentary?",Answer Series
one of us is lying,2,Is title 'one of us is lying' original Netflix content?,Answer No,18,"Is Netflix title 'one of us is lying' a Series, Movie, or Documentary?",Answer Series
tokyo ghoul,2,Is title 'tokyo ghoul' original Netflix content?,Answer No,11,"Is Netflix title 'tokyo ghoul' a Series, Movie, or Documentary?",Answer Series
the misfit of demon king academy,2,Is title 'the misfit of demon king academy' original Netflix content?,Answer No,32,"Is Netflix title 'the misfit of demon king academy' a Series, Movie, or Documentary?",Answer Series
a killers mistake,2,Is title 'a killers mistake' original Netflix content?,Answer: No,17,"Is Netflix title 'a killers mistake' a Series, Movie, or Documentary?",Answer Movie
unauthorized living,2,Is title 'unauthorized living' original Netflix content?,Answer Yes,19,"Is Netflix title 'unauthorized living' a Series, Movie, or Documentary?",Answer Series
my lover my killer,2,Is title 'my lover my killer' original Netflix content?,Answer: No,18,"Is Netflix title 'my lover my killer' a Series, Movie, or Documentary?",Answer Movie
midnight diner tokyo stories,2,Is title 'midnight diner tokyo stories' original Netflix content?,Answer Yes,28,"Is Netflix title 'midnight diner tokyo stories' a Series, Movie, or Documentary?",Answer Series
ponysitters club,2,Is title 'ponysitters club' original Netflix content?,Answer No,16,"Is Netflix title 'ponysitters club' a Series, Movie, or Documentary?",Answer Series
mother goose club,2,Is title 'mother goose club' original Netflix content?,Answer No,17,"Is Netflix title 'mother goose club' a Series, Movie, or Documentary?",Answer Series
geronimo stilton,2,Is title 'geronimo stilton' original Netflix content?,Answer No,16,"Is Netflix title 'geronimo stilton' a Series, Movie, or Documentary?",Answer Series
motivos personales,2,Is title 'motivos personales' original Netflix content?,Answer No,18,"Is Netflix title 'motivos personales' a Series, Movie, or Documentary?",Answer Series
my little monster,2,Is title 'my little monster' original Netflix content?,Answer No,17,"Is Netflix title 'my little monster' a Series, Movie, or Documentary?",Answer Series
death note,2,Is title 'death note' original Netflix content?,Answer No,10,"Is Netflix title 'death note' a Series, Movie, or Documentary?",Answer Series
prank encounters,2,Is title 'prank encounters' original Netflix content?,Answer Yes,16,"Is Netflix title 'prank encounters' a Series, Movie, or Documentary?",Answer Series
tharntype the series,2,Is title 'tharntype the series' original Netflix content?,Answer No,20,"Is Netflix title 'tharntype the series' a Series, Movie, or Documentary?",Answer Series
the degenerates,2,Is title 'the degenerates' original Netflix content?,Answer Yes,15,"Is Netflix title 'the degenerates' a Series, Movie, or Documentary?",Answer Series
justin time 2011,2,Is title 'justin time 2011' original Netflix content?,Answer No,16,"Is Netflix title 'justin time 2011' a Series, Movie, or Documentary?",Answer Series
bibi blocksberg,2,Is title 'bibi blocksberg' original Netflix content?,Answer No,15,"Is Netflix title 'bibi blocksberg' a Series, Movie, or Documentary?",Answer Series
too hot to handle brazil,2,Is title 'too hot to handle brazil' original Netflix content?,Answer Yes,24,"Is Netflix title 'too hot to handle brazil' a Series, Movie, or Documentary?",Answer Series
sweet magnolias,2,Is title 'sweet magnolias' original Netflix content?,Answer Yes,15,"Is Netflix title 'sweet magnolias' a Series, Movie, or Documentary?",Answer Series
all that 1995,2,Is title 'all that 1995' original Netflix content?,Answer No,13,"Is Netflix title 'all that 1995' a Series, Movie, or Documentary?",Answer Series
velvet coleccin,2,Is title 'velvet coleccin' original Netflix content?,Answer No,15,"Is Netflix title 'velvet coleccin' a Series, Movie, or Documentary?",Answer Series
human resources,2,Is title 'human resources' original Netflix content?,Answer No,15,"Is Netflix title 'human resources' a Series, Movie, or Documentary?",Answer Series
kings of joburg,2,Is title 'kings of joburg' original Netflix content?,Answer Yes,15,"Is Netflix title 'kings of joburg' a Series, Movie, or Documentary?",Answer Series
bibi  tina 2004,2,Is title 'bibi  tina 2004' original Netflix content?,Answer No,15,"Is Netflix title 'bibi  tina 2004' a Series, Movie, or Documentary?",Answer Movie
merl sapere aude,2,Is title 'merl sapere aude' original Netflix content?,Answer No,16,"Is Netflix title 'merl sapere aude' a Series, Movie, or Documentary?",Answer Series
im standing on a million lives,2,Is title 'im standing on a million lives' original Netflix content?,Answer No,30,"Is Netflix title 'im standing on a million lives' a Series, Movie, or Documentary?",Answer Series
barney and friends,2,Is title 'barney and friends' original Netflix content?,Answer No,18,"Is Netflix title 'barney and friends' a Series, Movie, or Documentary?",Answer Series
geckos garage  3d,2,Is title 'geckos garage  3d' original Netflix content?,Answer No,17,"Is Netflix title 'geckos garage  3d' a Series, Movie, or Documentary?",Answer Series
chappelles show,2,Is title 'chappelles show' original Netflix content?,Answer No,15,"Is Netflix title 'chappelles show' a Series, Movie, or Documentary?",Answer Series
rezero starting life in another world directors cut,2,Is title 'rezero starting life in another world directors cut' original Netflix content?,Answer No,51,"Is Netflix title 'rezero starting life in another world directors cut' a Series, Movie, or Documentary?",Answer Series
the unknown hitman the story of el cholo adrin,2,Is title 'the unknown hitman the story of el cholo adrin' original Netflix content?,Answer: No,46,"Is Netflix title 'the unknown hitman the story of el cholo adrin' a Series, Movie, or Documentary?",Answer Documentary
masquerade,2,Is title 'masquerade' original Netflix content?,Answer: No,10,"Is Netflix title 'masquerade' a Series, Movie, or Documentary?",Answer: Movie
mother,2,Is title 'mother' original Netflix content?,Answer No,6,"Is Netflix title 'mother' a Series, Movie, or Documentary?",Answer Movie
the amazing race,2,Is title 'the amazing race' original Netflix content?,Answer No,16,"Is Netflix title 'the amazing race' a Series, Movie, or Documentary?",Answer Series
gate,2,Is title 'gate' original Netflix content?,Answer No,4,"Is Netflix title 'gate' a Series, Movie, or Documentary?",Answer Series
the queen of flow,2,Is title 'the queen of flow' original Netflix content?,Answer No,17,"Is Netflix title 'the queen of flow' a Series, Movie, or Documentary?",Answer Series
shadow and bone,2,Is title 'shadow and bone' original Netflix content?,Answer Yes,15,"Is Netflix title 'shadow and bone' a Series, Movie, or Documentary?",Answer Series
rainbow rangers,2,Is title 'rainbow rangers' original Netflix content?,Answer No,15,"Is Netflix title 'rainbow rangers' a Series, Movie, or Documentary?",Answer Series
cold case files,2,Is title 'cold case files' original Netflix content?,Answer No,15,"Is Netflix title 'cold case files' a Series, Movie, or Documentary?",Answer Series
angelina ballerina,2,Is title 'angelina ballerina' original Netflix content?,Answer No,18,"Is Netflix title 'angelina ballerina' a Series, Movie, or Documentary?",Answer Series
someday or one day,2,Is title 'someday or one day' original Netflix content?,Answer No,18,"Is Netflix title 'someday or one day' a Series, Movie, or Documentary?",Answer Series
next in fashion,2,Is title 'next in fashion' original Netflix content?,Answer Yes,15,"Is Netflix title 'next in fashion' a Series, Movie, or Documentary?",Answer Series
great pretender,2,Is title 'great pretender' original Netflix content?,Answer Yes,15,"Is Netflix title 'great pretender' a Series, Movie, or Documentary?",Answer Series
jamtara  sabka number ayega,2,Is title 'jamtara  sabka number ayega' original Netflix content?,Answer Yes,27,"Is Netflix title 'jamtara  sabka number ayega' a Series, Movie, or Documentary?",Answer Series
top of the lake,2,Is title 'top of the lake' original Netflix content?,Answer No,15,"Is Netflix title 'top of the lake' a Series, Movie, or Documentary?",Answer Series
shaun the sheep,2,Is title 'shaun the sheep' original Netflix content?,Answer No,15,"Is Netflix title 'shaun the sheep' a Series, Movie, or Documentary?",Answer Series
our father,2,Is title 'our father' original Netflix content?,Answer: No,10,"Is Netflix title 'our father' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, without more specific information."
phi,2,Is title 'phi' original Netflix content?,Answer: No,3,"Is Netflix title 'phi' a Series, Movie, or Documentary?",Answer Series
dinosaur train,2,Is title 'dinosaur train' original Netflix content?,Answer No,14,"Is Netflix title 'dinosaur train' a Series, Movie, or Documentary?",Answer Series
made in chelsea,2,Is title 'made in chelsea' original Netflix content?,Answer No,15,"Is Netflix title 'made in chelsea' a Series, Movie, or Documentary?",Answer Series
are you the one,2,Is title 'are you the one' original Netflix content?,Answer No,15,"Is Netflix title 'are you the one' a Series, Movie, or Documentary?",Answer Series
recommendations for solo live girls,2,Is title 'recommendations for solo live girls' original Netflix content?,Answer No,35,"Is Netflix title 'recommendations for solo live girls' a Series, Movie, or Documentary?",Answer None of the above.
big brother 2000,2,Is title 'big brother 2000' original Netflix content?,Answer No,16,"Is Netflix title 'big brother 2000' a Series, Movie, or Documentary?",Answer Series
ugly delicious,2,Is title 'ugly delicious' original Netflix content?,Answer Yes,14,"Is Netflix title 'ugly delicious' a Series, Movie, or Documentary?",Answer Series
basketball wives,2,Is title 'basketball wives' original Netflix content?,Answer No,16,"Is Netflix title 'basketball wives' a Series, Movie, or Documentary?",Answer Series
million pound menu,2,Is title 'million pound menu' original Netflix content?,Answer No,18,"Is Netflix title 'million pound menu' a Series, Movie, or Documentary?",Answer Series
hope,2,Is title 'hope' original Netflix content?,Answer: No,4,"Is Netflix title 'hope' a Series, Movie, or Documentary?",Answer: It could be any of the three options without more specific information.
fate the winx saga,2,Is title 'fate the winx saga' original Netflix content?,Answer Yes,18,"Is Netflix title 'fate the winx saga' a Series, Movie, or Documentary?",Answer Series
ainori love wagon asian journey,2,Is title 'ainori love wagon asian journey' original Netflix content?,Answer Yes,31,"Is Netflix title 'ainori love wagon asian journey' a Series, Movie, or Documentary?",Answer Series
nailed it holiday,2,Is title 'nailed it holiday' original Netflix content?,Answer Yes,17,"Is Netflix title 'nailed it holiday' a Series, Movie, or Documentary?",Answer Series
good morning vernica,2,Is title 'good morning vernica' original Netflix content?,Answer No,20,"Is Netflix title 'good morning vernica' a Series, Movie, or Documentary?",Answer Series
el reemplazante,2,Is title 'el reemplazante' original Netflix content?,Answer No,15,"Is Netflix title 'el reemplazante' a Series, Movie, or Documentary?",Answer Series
tokyo revengers,2,Is title 'tokyo revengers' original Netflix content?,Answer No,15,"Is Netflix title 'tokyo revengers' a Series, Movie, or Documentary?",Answer Series
cable girls final,2,Is title 'cable girls final' original Netflix content?,Answer Yes,17,"Is Netflix title 'cable girls final' a Series, Movie, or Documentary?",Answer Series
love life 2020,2,Is title 'love life 2020' original Netflix content?,Answer No,14,"Is Netflix title 'love life 2020' a Series, Movie, or Documentary?",Answer Series
fullmetal alchemist,2,Is title 'fullmetal alchemist' original Netflix content?,Answer No,19,"Is Netflix title 'fullmetal alchemist' a Series, Movie, or Documentary?",Answer Series
fight back to school,1,Is title 'fight back to school' original Netflix content?,Answer No,20,"Is Netflix title 'fight back to school' a Series, Movie, or Documentary?",Answer Movie
fever dream  distancia de rescate,1,Is title 'fever dream  distancia de rescate' original Netflix content?,Answer Yes,33,"Is Netflix title 'fever dream  distancia de rescate' a Series, Movie, or Documentary?",Answer Movie
celebrity ex on the beach,1,Is title 'celebrity ex on the beach' original Netflix content?,Answer No,25,"Is Netflix title 'celebrity ex on the beach' a Series, Movie, or Documentary?",Answer Series
laal singh chaddha,1,Is title 'laal singh chaddha' original Netflix content?,Answer No,18,"Is Netflix title 'laal singh chaddha' a Series, Movie, or Documentary?",Answer Movie
los rodrguez y el ms all,1,Is title 'los rodrguez y el ms all' original Netflix content?,Answer No,24,"Is Netflix title 'los rodrguez y el ms all' a Series, Movie, or Documentary?",Answer Movie
immortals,1,Is title 'immortals' original Netflix content?,Answer: No,9,"Is Netflix title 'immortals' a Series, Movie, or Documentary?",Answer Series
my boyfriend is a ghost  duyn ma,1,Is title 'my boyfriend is a ghost  duyn ma' original Netflix content?,Answer No,32,"Is Netflix title 'my boyfriend is a ghost  duyn ma' a Series, Movie, or Documentary?",Answer Series
operation chromite,1,Is title 'operation chromite' original Netflix content?,Answer No,18,"Is Netflix title 'operation chromite' a Series, Movie, or Documentary?",Answer Movie
trevor noah son of patricia,1,Is title 'trevor noah son of patricia' original Netflix content?,Answer Yes,27,"Is Netflix title 'trevor noah son of patricia' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
queen charlotte a bridgerton story,1,Is title 'queen charlotte a bridgerton story' original Netflix content?,Answer Yes,34,"Is Netflix title 'queen charlotte a bridgerton story' a Series, Movie, or Documentary?",Answer Series
the invisible guest  contratiempo,1,Is title 'the invisible guest  contratiempo' original Netflix content?,Answer No,33,"Is Netflix title 'the invisible guest  contratiempo' a Series, Movie, or Documentary?",Answer Movie
ellen degeneres relatable special,1,Is title 'ellen degeneres relatable special' original Netflix content?,Answer No,33,"Is Netflix title 'ellen degeneres relatable special' a Series, Movie, or Documentary?",Answer Special
the bachelor 2  bachelor 2,1,Is title 'the bachelor 2  bachelor 2' original Netflix content?,Answer No,26,"Is Netflix title 'the bachelor 2  bachelor 2' a Series, Movie, or Documentary?",Answer Series
barbie mariposa  the fairy princess,1,Is title 'barbie mariposa  the fairy princess' original Netflix content?,Answer No,35,"Is Netflix title 'barbie mariposa  the fairy princess' a Series, Movie, or Documentary?",Answer Movie
vivy fluorite eyes song,1,Is title 'vivy fluorite eyes song' original Netflix content?,Answer No,23,"Is Netflix title 'vivy fluorite eyes song' a Series, Movie, or Documentary?",Answer Series
the awkward weekend  fijn weekend,1,Is title 'the awkward weekend  fijn weekend' original Netflix content?,Answer: No,33,"Is Netflix title 'the awkward weekend  fijn weekend' a Series, Movie, or Documentary?",Answer Series
vegan alert a boom and its dangers,1,Is title 'vegan alert a boom and its dangers' original Netflix content?,Answer No,34,"Is Netflix title 'vegan alert a boom and its dangers' a Series, Movie, or Documentary?",Answer Documentary
in for a murder  w jak morderstwo,1,Is title 'in for a murder  w jak morderstwo' original Netflix content?,Answer: No,33,"Is Netflix title 'in for a murder  w jak morderstwo' a Series, Movie, or Documentary?",Answer Series
the seventh dwarf  der 7bte zwerg,1,Is title 'the seventh dwarf  der 7bte zwerg' original Netflix content?,Answer No,33,"Is Netflix title 'the seventh dwarf  der 7bte zwerg' a Series, Movie, or Documentary?",Answer Movie
breaking news,1,Is title 'breaking news' original Netflix content?,Answer No,13,"Is Netflix title 'breaking news' a Series, Movie, or Documentary?","Answer: It could be any of the three, as there are multiple titles with the name ""Breaking News"" on Netflix."
codename tiranga,1,Is title 'codename tiranga' original Netflix content?,Answer No,16,"Is Netflix title 'codename tiranga' a Series, Movie, or Documentary?",Answer Movie
the innocence files limited series,1,Is title 'the innocence files limited series' original Netflix content?,Answer Yes,34,"Is Netflix title 'the innocence files limited series' a Series, Movie, or Documentary?",Answer Series
the eternal feminine  los adioses,1,Is title 'the eternal feminine  los adioses' original Netflix content?,Answer No,33,"Is Netflix title 'the eternal feminine  los adioses' a Series, Movie, or Documentary?",Answer Movie
best lover,1,Is title 'best lover' original Netflix content?,Answer No,10,"Is Netflix title 'best lover' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, depending on the specific content."
the house with a clock in its walls,1,Is title 'the house with a clock in its walls' original Netflix content?,Answer No,35,"Is Netflix title 'the house with a clock in its walls' a Series, Movie, or Documentary?",Answer Movie
the producers,1,Is title 'the producers' original Netflix content?,Answer No,13,"Is Netflix title 'the producers' a Series, Movie, or Documentary?",Answer: Movie
last hope part 2   2,1,Is title 'last hope part 2   2' original Netflix content?,Answer: No,20,"Is Netflix title 'last hope part 2   2' a Series, Movie, or Documentary?",Answer Series
the seven ravens  sedmero krkavc,1,Is title 'the seven ravens  sedmero krkavc' original Netflix content?,Answer No,32,"Is Netflix title 'the seven ravens  sedmero krkavc' a Series, Movie, or Documentary?",Answer Movie
motu patlu in dragons world,1,Is title 'motu patlu in dragons world' original Netflix content?,Answer No,27,"Is Netflix title 'motu patlu in dragons world' a Series, Movie, or Documentary?",Answer Series
the baby sitters club 1995,1,Is title 'the baby sitters club 1995' original Netflix content?,Answer No,26,"Is Netflix title 'the baby sitters club 1995' a Series, Movie, or Documentary?",Answer Series
black butler ii ova   ii ova,1,Is title 'black butler ii ova   ii ova' original Netflix content?,Answer No,28,"Is Netflix title 'black butler ii ova   ii ova' a Series, Movie, or Documentary?",Answer Series
tinker tailor soldier spy 2011,1,Is title 'tinker tailor soldier spy 2011' original Netflix content?,Answer No,30,"Is Netflix title 'tinker tailor soldier spy 2011' a Series, Movie, or Documentary?",Answer Movie
making it up  maqullame otra vez,1,Is title 'making it up  maqullame otra vez' original Netflix content?,Answer: No,32,"Is Netflix title 'making it up  maqullame otra vez' a Series, Movie, or Documentary?",Answer Series
my mothers wound  annemin yaras,1,Is title 'my mothers wound  annemin yaras' original Netflix content?,Answer: No,31,"Is Netflix title 'my mothers wound  annemin yaras' a Series, Movie, or Documentary?",Answer Movie
malibu rescue the series,1,Is title 'malibu rescue the series' original Netflix content?,Answer Yes,24,"Is Netflix title 'malibu rescue the series' a Series, Movie, or Documentary?",Answer Series
bangkok dark tales,1,Is title 'bangkok dark tales' original Netflix content?,Answer No,18,"Is Netflix title 'bangkok dark tales' a Series, Movie, or Documentary?",Answer Series
the adventures of little brown bear,1,Is title 'the adventures of little brown bear' original Netflix content?,Answer No,35,"Is Netflix title 'the adventures of little brown bear' a Series, Movie, or Documentary?",Answer Series
still laughin the stars celebrate,1,Is title 'still laughin the stars celebrate' original Netflix content?,Answer: No,33,"Is Netflix title 'still laughin the stars celebrate' a Series, Movie, or Documentary?",Answer Documentary
