Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
the medallion,1,Is title 'the medallion' original Netflix content?,Answer No,13,"Is Netflix title 'the medallion' a Series, Movie, or Documentary?",Answer Movie
abgeschnitten,1,Is title 'abgeschnitten' original Netflix content?,Answer No,13,"Is Netflix title 'abgeschnitten' a Series, Movie, or Documentary?",Answer Movie
lorenzos oil,1,Is title 'lorenzos oil' original Netflix content?,Answer No,12,"Is Netflix title 'lorenzos oil' a Series, Movie, or Documentary?",Answer Movie
zodiac 2007,1,Is title 'zodiac 2007' original Netflix content?,Answer No,11,"Is Netflix title 'zodiac 2007' a Series, Movie, or Documentary?",Answer Movie
good on paper,1,Is title 'good on paper' original Netflix content?,Answer Yes,13,"Is Netflix title 'good on paper' a Series, Movie, or Documentary?",Answer Movie
maria mariana,1,Is title 'maria mariana' original Netflix content?,Answer No,13,"Is Netflix title 'maria mariana' a Series, Movie, or Documentary?",Answer Movie
thunder force,1,Is title 'thunder force' original Netflix content?,Answer Yes,13,"Is Netflix title 'thunder force' a Series, Movie, or Documentary?",Answer Movie
thoroughbreds,1,Is title 'thoroughbreds' original Netflix content?,Answer No,13,"Is Netflix title 'thoroughbreds' a Series, Movie, or Documentary?",Answer Movie
the lovebirds,1,Is title 'the lovebirds' original Netflix content?,Answer No,13,"Is Netflix title 'the lovebirds' a Series, Movie, or Documentary?",Answer Movie
the boxtrolls,1,Is title 'the boxtrolls' original Netflix content?,Answer No,13,"Is Netflix title 'the boxtrolls' a Series, Movie, or Documentary?",Answer Movie
selena 1997,1,Is title 'selena 1997' original Netflix content?,Answer No,11,"Is Netflix title 'selena 1997' a Series, Movie, or Documentary?",Answer Series
pixels 2015,1,Is title 'pixels 2015' original Netflix content?,Answer No,11,"Is Netflix title 'pixels 2015' a Series, Movie, or Documentary?",Answer Movie
a secret love,1,Is title 'a secret love' original Netflix content?,Answer Yes,13,"Is Netflix title 'a secret love' a Series, Movie, or Documentary?",Answer Documentary
the goldfinch,1,Is title 'the goldfinch' original Netflix content?,Answer No,13,"Is Netflix title 'the goldfinch' a Series, Movie, or Documentary?",Answer Movie
hareket sekiz,1,Is title 'hareket sekiz' original Netflix content?,Answer: Yes,13,"Is Netflix title 'hareket sekiz' a Series, Movie, or Documentary?",Answer Series
gods of egypt,1,Is title 'gods of egypt' original Netflix content?,Answer No,13,"Is Netflix title 'gods of egypt' a Series, Movie, or Documentary?",Answer Movie
des gens bien,1,Is title 'des gens bien' original Netflix content?,Answer: No,13,"Is Netflix title 'des gens bien' a Series, Movie, or Documentary?",Answer Series
ransom 1996,1,Is title 'ransom 1996' original Netflix content?,Answer No,11,"Is Netflix title 'ransom 1996' a Series, Movie, or Documentary?",Answer Movie
montana story,1,Is title 'montana story' original Netflix content?,Answer: No,13,"Is Netflix title 'montana story' a Series, Movie, or Documentary?",Answer Movie
mars attacks,1,Is title 'mars attacks' original Netflix content?,Answer No,12,"Is Netflix title 'mars attacks' a Series, Movie, or Documentary?",Answer Movie
lupin part 2,1,Is title 'lupin part 2' original Netflix content?,Answer Yes,12,"Is Netflix title 'lupin part 2' a Series, Movie, or Documentary?",Answer Series
kingdom of us,1,Is title 'kingdom of us' original Netflix content?,Answer Yes,13,"Is Netflix title 'kingdom of us' a Series, Movie, or Documentary?",Answer Documentary
toxic,1,Is title 'toxic' original Netflix content?,Answer: No,5,"Is Netflix title 'toxic' a Series, Movie, or Documentary?",Answer: It could be any of the three options without more specific information.
tarung sarung,1,Is title 'tarung sarung' original Netflix content?,Answer Yes,13,"Is Netflix title 'tarung sarung' a Series, Movie, or Documentary?",Answer Movie
baby geniuses,1,Is title 'baby geniuses' original Netflix content?,Answer No,13,"Is Netflix title 'baby geniuses' a Series, Movie, or Documentary?",Answer Movie
brother jekwu,1,Is title 'brother jekwu' original Netflix content?,Answer No,13,"Is Netflix title 'brother jekwu' a Series, Movie, or Documentary?",Answer Movie
american made,1,Is title 'american made' original Netflix content?,Answer No,13,"Is Netflix title 'american made' a Series, Movie, or Documentary?",Answer Movie
dhanak,1,Is title 'dhanak' original Netflix content?,Answer No,6,"Is Netflix title 'dhanak' a Series, Movie, or Documentary?",Answer Movie
die beautiful,1,Is title 'die beautiful' original Netflix content?,Answer No,13,"Is Netflix title 'die beautiful' a Series, Movie, or Documentary?",Answer Movie
a call to spy,1,Is title 'a call to spy' original Netflix content?,Answer No,13,"Is Netflix title 'a call to spy' a Series, Movie, or Documentary?",Answer Movie
i feel pretty,1,Is title 'i feel pretty' original Netflix content?,Answer No,13,"Is Netflix title 'i feel pretty' a Series, Movie, or Documentary?",Answer Movie
tapestry,1,Is title 'tapestry' original Netflix content?,Answer No,8,"Is Netflix title 'tapestry' a Series, Movie, or Documentary?",Answer Movie
the cable guy,1,Is title 'the cable guy' original Netflix content?,Answer No,13,"Is Netflix title 'the cable guy' a Series, Movie, or Documentary?",Answer Movie
wander darkly,1,Is title 'wander darkly' original Netflix content?,Answer No,13,"Is Netflix title 'wander darkly' a Series, Movie, or Documentary?",Answer Movie
rock my heart,1,Is title 'rock my heart' original Netflix content?,Answer No,13,"Is Netflix title 'rock my heart' a Series, Movie, or Documentary?",Answer Movie
o pitta katha,1,Is title 'o pitta katha' original Netflix content?,Answer No,13,"Is Netflix title 'o pitta katha' a Series, Movie, or Documentary?",Answer Movie
into the deep,1,Is title 'into the deep' original Netflix content?,Answer No,13,"Is Netflix title 'into the deep' a Series, Movie, or Documentary?",Answer Documentary
into the wild,1,Is title 'into the wild' original Netflix content?,Answer No,13,"Is Netflix title 'into the wild' a Series, Movie, or Documentary?",Answer Movie
rampant,1,Is title 'rampant' original Netflix content?,Answer No,7,"Is Netflix title 'rampant' a Series, Movie, or Documentary?",Answer Movie
the kill team,1,Is title 'the kill team' original Netflix content?,Answer No,13,"Is Netflix title 'the kill team' a Series, Movie, or Documentary?",Answer Movie
freaks 2018,1,Is title 'freaks 2018' original Netflix content?,Answer No,11,"Is Netflix title 'freaks 2018' a Series, Movie, or Documentary?",Answer Movie
kidnap 2017,1,Is title 'kidnap 2017' original Netflix content?,Answer No,11,"Is Netflix title 'kidnap 2017' a Series, Movie, or Documentary?",Answer Movie
hitman 2007,1,Is title 'hitman 2007' original Netflix content?,Answer No,11,"Is Netflix title 'hitman 2007' a Series, Movie, or Documentary?",Answer Movie
penguin bloom,1,Is title 'penguin bloom' original Netflix content?,Answer Yes,13,"Is Netflix title 'penguin bloom' a Series, Movie, or Documentary?",Answer Movie
malibu rescue,1,Is title 'malibu rescue' original Netflix content?,Answer Yes,13,"Is Netflix title 'malibu rescue' a Series, Movie, or Documentary?",Answer Series
random hearts,1,Is title 'random hearts' original Netflix content?,Answer No,13,"Is Netflix title 'random hearts' a Series, Movie, or Documentary?",Answer Movie
atomic blonde,1,Is title 'atomic blonde' original Netflix content?,Answer No,13,"Is Netflix title 'atomic blonde' a Series, Movie, or Documentary?",Answer Movie
learn to swim,1,Is title 'learn to swim' original Netflix content?,Answer: No,13,"Is Netflix title 'learn to swim' a Series, Movie, or Documentary?","Answer: It could be a Series or Documentary, depending on the content."
minari,1,Is title 'minari' original Netflix content?,Answer No,6,"Is Netflix title 'minari' a Series, Movie, or Documentary?",Answer Movie
midway 2019,1,Is title 'midway 2019' original Netflix content?,Answer No,11,"Is Netflix title 'midway 2019' a Series, Movie, or Documentary?",Answer Movie
purple hearts,1,Is title 'purple hearts' original Netflix content?,Answer No,13,"Is Netflix title 'purple hearts' a Series, Movie, or Documentary?",Answer Movie
yusuf  yusuf,1,Is title 'yusuf  yusuf' original Netflix content?,Answer: No,12,"Is Netflix title 'yusuf  yusuf' a Series, Movie, or Documentary?",Answer: Series
bna,1,Is title 'bna' original Netflix content?,Answer No,3,"Is Netflix title 'bna' a Series, Movie, or Documentary?",Answer Series
the sleepover,1,Is title 'the sleepover' original Netflix content?,Answer Yes,13,"Is Netflix title 'the sleepover' a Series, Movie, or Documentary?",Answer Movie
walter 2019,1,Is title 'walter 2019' original Netflix content?,Answer: No,11,"Is Netflix title 'walter 2019' a Series, Movie, or Documentary?",Answer: Movie
volver 2006,1,Is title 'volver 2006' original Netflix content?,Answer No,11,"Is Netflix title 'volver 2006' a Series, Movie, or Documentary?",Answer Movie
botoks 2017,1,Is title 'botoks 2017' original Netflix content?,Answer No,11,"Is Netflix title 'botoks 2017' a Series, Movie, or Documentary?",Answer Movie
mousa,1,Is title 'mousa' original Netflix content?,Answer: No,5,"Is Netflix title 'mousa' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
someone great,1,Is title 'someone great' original Netflix content?,Answer Yes,13,"Is Netflix title 'someone great' a Series, Movie, or Documentary?",Answer Movie
badla,1,Is title 'badla' original Netflix content?,Answer No,5,"Is Netflix title 'badla' a Series, Movie, or Documentary?",Answer Movie
sharks 2013,1,Is title 'sharks 2013' original Netflix content?,Answer No,11,"Is Netflix title 'sharks 2013' a Series, Movie, or Documentary?",Answer Documentary
swearnet live,1,Is title 'swearnet live' original Netflix content?,Answer No,13,"Is Netflix title 'swearnet live' a Series, Movie, or Documentary?",Answer Series
captive state,1,Is title 'captive state' original Netflix content?,Answer No,13,"Is Netflix title 'captive state' a Series, Movie, or Documentary?",Answer Movie
carlitos way,1,Is title 'carlitos way' original Netflix content?,Answer No,12,"Is Netflix title 'carlitos way' a Series, Movie, or Documentary?",Answer Movie
sergio 2009,1,Is title 'sergio 2009' original Netflix content?,Answer No,11,"Is Netflix title 'sergio 2009' a Series, Movie, or Documentary?",Answer Movie
blood diamond,1,Is title 'blood diamond' original Netflix content?,Answer No,13,"Is Netflix title 'blood diamond' a Series, Movie, or Documentary?",Answer Movie
jeste bogiem,1,Is title 'jeste bogiem' original Netflix content?,Answer: No,12,"Is Netflix title 'jeste bogiem' a Series, Movie, or Documentary?",Answer: Movie
the annulment,1,Is title 'the annulment' original Netflix content?,Answer No,13,"Is Netflix title 'the annulment' a Series, Movie, or Documentary?",Answer Movie
usogui,1,Is title 'usogui' original Netflix content?,Answer No,6,"Is Netflix title 'usogui' a Series, Movie, or Documentary?",Answer Series
look whos talking,1,Is title 'look whos talking' original Netflix content?,Answer No,17,"Is Netflix title 'look whos talking' a Series, Movie, or Documentary?",Answer Movie
disjointed part 2,1,Is title 'disjointed part 2' original Netflix content?,Answer Yes,17,"Is Netflix title 'disjointed part 2' a Series, Movie, or Documentary?",Answer Series
call the midwife series 11,1,Is title 'call the midwife series 11' original Netflix content?,Answer No,26,"Is Netflix title 'call the midwife series 11' a Series, Movie, or Documentary?",Answer Series
that demon within,1,Is title 'that demon within' original Netflix content?,Answer No,17,"Is Netflix title 'that demon within' a Series, Movie, or Documentary?",Answer Movie
a wedding for christmas,1,Is title 'a wedding for christmas' original Netflix content?,Answer No,23,"Is Netflix title 'a wedding for christmas' a Series, Movie, or Documentary?",Answer Movie
shawn mendes in wonder,1,Is title 'shawn mendes in wonder' original Netflix content?,Answer Yes,22,"Is Netflix title 'shawn mendes in wonder' a Series, Movie, or Documentary?",Answer Documentary
resident evil,1,Is title 'resident evil' original Netflix content?,Answer No,13,"Is Netflix title 'resident evil' a Series, Movie, or Documentary?",Answer Series
words on bathroom walls,1,Is title 'words on bathroom walls' original Netflix content?,Answer No,23,"Is Netflix title 'words on bathroom walls' a Series, Movie, or Documentary?",Answer Movie
diana the woman inside,1,Is title 'diana the woman inside' original Netflix content?,Answer No,22,"Is Netflix title 'diana the woman inside' a Series, Movie, or Documentary?",Answer Documentary
the conquest of everest,1,Is title 'the conquest of everest' original Netflix content?,Answer No,23,"Is Netflix title 'the conquest of everest' a Series, Movie, or Documentary?",Answer Documentary
chiedimi se sono felice,1,Is title 'chiedimi se sono felice' original Netflix content?,Answer No,23,"Is Netflix title 'chiedimi se sono felice' a Series, Movie, or Documentary?",Answer Movie
the angry birds movie 2,1,Is title 'the angry birds movie 2' original Netflix content?,Answer No,23,"Is Netflix title 'the angry birds movie 2' a Series, Movie, or Documentary?",Answer Movie
downton abbey series 2,1,Is title 'downton abbey series 2' original Netflix content?,Answer No,22,"Is Netflix title 'downton abbey series 2' a Series, Movie, or Documentary?",Answer Series
dirty john john meehan,1,Is title 'dirty john john meehan' original Netflix content?,Answer No,22,"Is Netflix title 'dirty john john meehan' a Series, Movie, or Documentary?",Answer Series
the eight hundred,1,Is title 'the eight hundred' original Netflix content?,Answer No,17,"Is Netflix title 'the eight hundred' a Series, Movie, or Documentary?",Answer Movie
far from home,1,Is title 'far from home' original Netflix content?,Answer No,13,"Is Netflix title 'far from home' a Series, Movie, or Documentary?",Answer Movie
mr  mrs smith 2005,1,Is title 'mr  mrs smith 2005' original Netflix content?,Answer No,18,"Is Netflix title 'mr  mrs smith 2005' a Series, Movie, or Documentary?",Answer Movie
love forecast,1,Is title 'love forecast' original Netflix content?,Answer No,13,"Is Netflix title 'love forecast' a Series, Movie, or Documentary?",Answer Movie
detective knight rogue,1,Is title 'detective knight rogue' original Netflix content?,Answer No,22,"Is Netflix title 'detective knight rogue' a Series, Movie, or Documentary?",Answer Series
deon cole cole hearted,1,Is title 'deon cole cole hearted' original Netflix content?,Answer No,22,"Is Netflix title 'deon cole cole hearted' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
christmas made to order,1,Is title 'christmas made to order' original Netflix content?,Answer No,23,"Is Netflix title 'christmas made to order' a Series, Movie, or Documentary?",Answer Movie
gift of fire,1,Is title 'gift of fire' original Netflix content?,Answer No,12,"Is Netflix title 'gift of fire' a Series, Movie, or Documentary?",Answer: It is not a known title on Netflix.
dolly parton here i am,1,Is title 'dolly parton here i am' original Netflix content?,Answer Yes,22,"Is Netflix title 'dolly parton here i am' a Series, Movie, or Documentary?",Answer Documentary
dance academy series 1,1,Is title 'dance academy series 1' original Netflix content?,Answer No,22,"Is Netflix title 'dance academy series 1' a Series, Movie, or Documentary?",Answer Series
downton abbey series 5,1,Is title 'downton abbey series 5' original Netflix content?,Answer No,22,"Is Netflix title 'downton abbey series 5' a Series, Movie, or Documentary?",Answer Series
warm and cozy,1,Is title 'warm and cozy' original Netflix content?,Answer No,13,"Is Netflix title 'warm and cozy' a Series, Movie, or Documentary?",Answer Series
bo on the go,1,Is title 'bo on the go' original Netflix content?,Answer No,12,"Is Netflix title 'bo on the go' a Series, Movie, or Documentary?",Answer Series
savage beauty,1,Is title 'savage beauty' original Netflix content?,Answer: No,13,"Is Netflix title 'savage beauty' a Series, Movie, or Documentary?","Answer: It could be a Series or Documentary, depending on the specific content of the title."
titeuf 2001 saison 2,1,Is title 'titeuf 2001 saison 2' original Netflix content?,Answer No,20,"Is Netflix title 'titeuf 2001 saison 2' a Series, Movie, or Documentary?",Answer Series
the first monday in may,1,Is title 'the first monday in may' original Netflix content?,Answer No,23,"Is Netflix title 'the first monday in may' a Series, Movie, or Documentary?",Answer Documentary
hitandrun squad,1,Is title 'hitandrun squad' original Netflix content?,Answer: No,15,"Is Netflix title 'hitandrun squad' a Series, Movie, or Documentary?",Answer Movie
downton abbey series 4,1,Is title 'downton abbey series 4' original Netflix content?,Answer No,22,"Is Netflix title 'downton abbey series 4' a Series, Movie, or Documentary?",Answer Series
to the fore,1,Is title 'to the fore' original Netflix content?,Answer No,11,"Is Netflix title 'to the fore' a Series, Movie, or Documentary?",Answer Movie
the great gatsby 2013,1,Is title 'the great gatsby 2013' original Netflix content?,Answer No,21,"Is Netflix title 'the great gatsby 2013' a Series, Movie, or Documentary?",Answer Movie
de  mafya sznts,1,Is title 'de  mafya sznts' original Netflix content?,Answer: No,15,"Is Netflix title 'de  mafya sznts' a Series, Movie, or Documentary?",Answer Series
the future of,1,Is title 'the future of' original Netflix content?,Answer: No,13,"Is Netflix title 'the future of' a Series, Movie, or Documentary?","Answer: It could be any of the three, as the title ""The Future Of"" is not specific enough to determine whether it is a Series, Movie, or Documentary."
drowning love,1,Is title 'drowning love' original Netflix content?,Answer No,13,"Is Netflix title 'drowning love' a Series, Movie, or Documentary?",Answer Movie
time renegades,1,Is title 'time renegades' original Netflix content?,Answer No,14,"Is Netflix title 'time renegades' a Series, Movie, or Documentary?",Answer Movie
the four,1,Is title 'the four' original Netflix content?,Answer No,8,"Is Netflix title 'the four' a Series, Movie, or Documentary?",Answer Series
dreamy eyes  mt bic,1,Is title 'dreamy eyes  mt bic' original Netflix content?,Answer: No,19,"Is Netflix title 'dreamy eyes  mt bic' a Series, Movie, or Documentary?",Answer: None of the above.
tim dillon a real hero,1,Is title 'tim dillon a real hero' original Netflix content?,Answer No,22,"Is Netflix title 'tim dillon a real hero' a Series, Movie, or Documentary?",Answer Documentary
the voice of sin,1,Is title 'the voice of sin' original Netflix content?,Answer No,16,"Is Netflix title 'the voice of sin' a Series, Movie, or Documentary?",Answer Series
ranga ranga vaibhavanga,1,Is title 'ranga ranga vaibhavanga' original Netflix content?,Answer: No,23,"Is Netflix title 'ranga ranga vaibhavanga' a Series, Movie, or Documentary?",Answer: Series
jab we met,1,Is title 'jab we met' original Netflix content?,Answer No,10,"Is Netflix title 'jab we met' a Series, Movie, or Documentary?",Answer Movie
dangerous beauty 1998,1,Is title 'dangerous beauty 1998' original Netflix content?,Answer No,21,"Is Netflix title 'dangerous beauty 1998' a Series, Movie, or Documentary?",Answer Movie
one missed call,1,Is title 'one missed call' original Netflix content?,Answer No,15,"Is Netflix title 'one missed call' a Series, Movie, or Documentary?",Answer Movie
song exploder volume 2,1,Is title 'song exploder volume 2' original Netflix content?,Answer Yes,22,"Is Netflix title 'song exploder volume 2' a Series, Movie, or Documentary?",Answer Series
wers glaubt wird selig,1,Is title 'wers glaubt wird selig' original Netflix content?,Answer No,22,"Is Netflix title 'wers glaubt wird selig' a Series, Movie, or Documentary?",Answer Movie
downton abbey series 6,1,Is title 'downton abbey series 6' original Netflix content?,Answer No,22,"Is Netflix title 'downton abbey series 6' a Series, Movie, or Documentary?",Answer Series
the con artists,1,Is title 'the con artists' original Netflix content?,Answer No,15,"Is Netflix title 'the con artists' a Series, Movie, or Documentary?",Answer Movie
luther 2010 series 1,1,Is title 'luther 2010 series 1' original Netflix content?,Answer No,20,"Is Netflix title 'luther 2010 series 1' a Series, Movie, or Documentary?",Answer Series
perhaps love,1,Is title 'perhaps love' original Netflix content?,Answer: No,12,"Is Netflix title 'perhaps love' a Series, Movie, or Documentary?",Answer Movie
hello my name is doris,1,Is title 'hello my name is doris' original Netflix content?,Answer No,22,"Is Netflix title 'hello my name is doris' a Series, Movie, or Documentary?",Answer Movie
ackley bridge series 1,1,Is title 'ackley bridge series 1' original Netflix content?,Answer No,22,"Is Netflix title 'ackley bridge series 1' a Series, Movie, or Documentary?",Answer Series
ala vaikunthapurramuloo,1,Is title 'ala vaikunthapurramuloo' original Netflix content?,Answer No,23,"Is Netflix title 'ala vaikunthapurramuloo' a Series, Movie, or Documentary?",Answer Movie
ordinary person,1,Is title 'ordinary person' original Netflix content?,Answer No,15,"Is Netflix title 'ordinary person' a Series, Movie, or Documentary?",Answer Movie
the emigrant,1,Is title 'the emigrant' original Netflix content?,Answer No,12,"Is Netflix title 'the emigrant' a Series, Movie, or Documentary?",Answer Movie
in the heart of the sea,1,Is title 'in the heart of the sea' original Netflix content?,Answer No,23,"Is Netflix title 'in the heart of the sea' a Series, Movie, or Documentary?",Answer Movie
the coming war on china,1,Is title 'the coming war on china' original Netflix content?,Answer No,23,"Is Netflix title 'the coming war on china' a Series, Movie, or Documentary?",Answer Documentary
motu patlu vs robo kids,1,Is title 'motu patlu vs robo kids' original Netflix content?,Answer No,23,"Is Netflix title 'motu patlu vs robo kids' a Series, Movie, or Documentary?",Answer Movie
incident in a ghostland,1,Is title 'incident in a ghostland' original Netflix content?,Answer No,23,"Is Netflix title 'incident in a ghostland' a Series, Movie, or Documentary?",Answer Movie
seventeen  diecisiete,1,Is title 'seventeen  diecisiete' original Netflix content?,Answer Yes,21,"Is Netflix title 'seventeen  diecisiete' a Series, Movie, or Documentary?",Answer Movie
wanda sykes not normal,1,Is title 'wanda sykes not normal' original Netflix content?,Answer No,22,"Is Netflix title 'wanda sykes not normal' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
the longest yard 2005,1,Is title 'the longest yard 2005' original Netflix content?,Answer No,21,"Is Netflix title 'the longest yard 2005' a Series, Movie, or Documentary?",Answer Movie
ackley bridge series 3,1,Is title 'ackley bridge series 3' original Netflix content?,Answer No,22,"Is Netflix title 'ackley bridge series 3' a Series, Movie, or Documentary?",Answer Series
the night before 2015,1,Is title 'the night before 2015' original Netflix content?,Answer No,21,"Is Netflix title 'the night before 2015' a Series, Movie, or Documentary?",Answer Movie
abducted in plain sight,1,Is title 'abducted in plain sight' original Netflix content?,Answer No,23,"Is Netflix title 'abducted in plain sight' a Series, Movie, or Documentary?",Answer Documentary
the secret life of pets,1,Is title 'the secret life of pets' original Netflix content?,Answer No,23,"Is Netflix title 'the secret life of pets' a Series, Movie, or Documentary?",Answer Movie
the bride and the lover,1,Is title 'the bride and the lover' original Netflix content?,Answer No,23,"Is Netflix title 'the bride and the lover' a Series, Movie, or Documentary?",Answer Movie
the right kind of wrong,1,Is title 'the right kind of wrong' original Netflix content?,Answer No,23,"Is Netflix title 'the right kind of wrong' a Series, Movie, or Documentary?",Answer Movie
noah land  nuh tepesi,1,Is title 'noah land  nuh tepesi' original Netflix content?,Answer: No,21,"Is Netflix title 'noah land  nuh tepesi' a Series, Movie, or Documentary?",Answer Movie
parasyte part 1,1,Is title 'parasyte part 1' original Netflix content?,Answer No,15,"Is Netflix title 'parasyte part 1' a Series, Movie, or Documentary?",Answer Movie
luther 2010 series 2,1,Is title 'luther 2010 series 2' original Netflix content?,Answer No,20,"Is Netflix title 'luther 2010 series 2' a Series, Movie, or Documentary?",Answer Series
the curse of la llorona,1,Is title 'the curse of la llorona' original Netflix content?,Answer No,23,"Is Netflix title 'the curse of la llorona' a Series, Movie, or Documentary?",Answer Movie
whitney cummings jokes,1,Is title 'whitney cummings jokes' original Netflix content?,Answer No,22,"Is Netflix title 'whitney cummings jokes' a Series, Movie, or Documentary?",Answer Series
katakulli 4 tam zaman,1,Is title 'katakulli 4 tam zaman' original Netflix content?,Answer: No,21,"Is Netflix title 'katakulli 4 tam zaman' a Series, Movie, or Documentary?",Answer: Series
lol surprise the movie,1,Is title 'lol surprise the movie' original Netflix content?,Answer No,22,"Is Netflix title 'lol surprise the movie' a Series, Movie, or Documentary?",Answer Movie
wild boar the comeback,1,Is title 'wild boar the comeback' original Netflix content?,Answer: No,22,"Is Netflix title 'wild boar the comeback' a Series, Movie, or Documentary?",Answer Documentary
the wolf of wall street,1,Is title 'the wolf of wall street' original Netflix content?,Answer No,23,"Is Netflix title 'the wolf of wall street' a Series, Movie, or Documentary?",Answer Movie
perfect match,1,Is title 'perfect match' original Netflix content?,Answer: No,13,"Is Netflix title 'perfect match' a Series, Movie, or Documentary?",Answer: Movie
too close for christmas,1,Is title 'too close for christmas' original Netflix content?,Answer Yes,23,"Is Netflix title 'too close for christmas' a Series, Movie, or Documentary?",Answer Movie
