Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
ronald goedemondt  binnen de lijntjes,1,Is title 'ronald goedemondt  binnen de lijntjes' original Netflix content?,Answer No,37,"Is Netflix title 'ronald goedemondt  binnen de lijntjes' a Series, Movie, or Documentary?",Answer Series
i wish i had a wife,1,Is title 'i wish i had a wife' original Netflix content?,Answer No,19,"Is Netflix title 'i wish i had a wife' a Series, Movie, or Documentary?",Answer Movie
one piece dressrosa,1,Is title 'one piece dressrosa' original Netflix content?,Answer No,19,"Is Netflix title 'one piece dressrosa' a Series, Movie, or Documentary?",Answer Series
all hail king julien exiled,1,Is title 'all hail king julien exiled' original Netflix content?,Answer Yes,27,"Is Netflix title 'all hail king julien exiled' a Series, Movie, or Documentary?",Answer Series
youth of may,1,Is title 'youth of may' original Netflix content?,Answer No,12,"Is Netflix title 'youth of may' a Series, Movie, or Documentary?",Answer Series
manolito four eyes  manolito gafotas,1,Is title 'manolito four eyes  manolito gafotas' original Netflix content?,Answer No,36,"Is Netflix title 'manolito four eyes  manolito gafotas' a Series, Movie, or Documentary?",Answer Series
my golden kids 2023    2023,1,Is title 'my golden kids 2023    2023' original Netflix content?,Answer: No,27,"Is Netflix title 'my golden kids 2023    2023' a Series, Movie, or Documentary?",Answer Series
monty pythons flying circus series 1,1,Is title 'monty pythons flying circus series 1' original Netflix content?,Answer No,36,"Is Netflix title 'monty pythons flying circus series 1' a Series, Movie, or Documentary?",Answer Series
heal the living  rparer les vivants,1,Is title 'heal the living  rparer les vivants' original Netflix content?,Answer No,35,"Is Netflix title 'heal the living  rparer les vivants' a Series, Movie, or Documentary?",Answer Movie
call me daddy,1,Is title 'call me daddy' original Netflix content?,Answer: No,13,"Is Netflix title 'call me daddy' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, depending on the specific content."
psychologist,1,Is title 'psychologist' original Netflix content?,Answer No,12,"Is Netflix title 'psychologist' a Series, Movie, or Documentary?","Answer It could be a Series or Documentary, depending on the specific content of the title."
satria heroes revenge of the darkness,1,Is title 'satria heroes revenge of the darkness' original Netflix content?,Answer No,37,"Is Netflix title 'satria heroes revenge of the darkness' a Series, Movie, or Documentary?",Answer Series
me always you,1,Is title 'me always you' original Netflix content?,Answer: No,13,"Is Netflix title 'me always you' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, without more specific information."
samotno w sieci  smotno wsieci,1,Is title 'samotno w sieci  smotno wsieci' original Netflix content?,Answer: No,30,"Is Netflix title 'samotno w sieci  smotno wsieci' a Series, Movie, or Documentary?",Answer: It is unclear as there is no known Netflix title with that exact name.
holiday on mars  in vacanza su marte,1,Is title 'holiday on mars  in vacanza su marte' original Netflix content?,Answer: No,36,"Is Netflix title 'holiday on mars  in vacanza su marte' a Series, Movie, or Documentary?",Answer Movie
yours sincerely kanan gill,1,Is title 'yours sincerely kanan gill' original Netflix content?,Answer Yes,26,"Is Netflix title 'yours sincerely kanan gill' a Series, Movie, or Documentary?",Answer Series
the last paradiso  lultimo paradiso,1,Is title 'the last paradiso  lultimo paradiso' original Netflix content?,Answer No,35,"Is Netflix title 'the last paradiso  lultimo paradiso' a Series, Movie, or Documentary?",Answer Movie
ae dil hai mushkil,1,Is title 'ae dil hai mushkil' original Netflix content?,Answer No,18,"Is Netflix title 'ae dil hai mushkil' a Series, Movie, or Documentary?",Answer Movie
colin in black  white limited series,1,Is title 'colin in black  white limited series' original Netflix content?,Answer Yes,36,"Is Netflix title 'colin in black  white limited series' a Series, Movie, or Documentary?",Answer Series
tekken bloodline,1,Is title 'tekken bloodline' original Netflix content?,Answer Yes,16,"Is Netflix title 'tekken bloodline' a Series, Movie, or Documentary?",Answer Series
i was a secret bitch,1,Is title 'i was a secret bitch' original Netflix content?,Answer: No,20,"Is Netflix title 'i was a secret bitch' a Series, Movie, or Documentary?",Answer Series
oh my venus,1,Is title 'oh my venus' original Netflix content?,Answer No,11,"Is Netflix title 'oh my venus' a Series, Movie, or Documentary?",Answer Series
april may june  april may en june,1,Is title 'april may june  april may en june' original Netflix content?,Answer: No,33,"Is Netflix title 'april may june  april may en june' a Series, Movie, or Documentary?",Answer Movie
a korean odyssey,1,Is title 'a korean odyssey' original Netflix content?,Answer No,16,"Is Netflix title 'a korean odyssey' a Series, Movie, or Documentary?",Answer Series
chilling adventures of sabrina part 1,1,Is title 'chilling adventures of sabrina part 1' original Netflix content?,Answer Yes,37,"Is Netflix title 'chilling adventures of sabrina part 1' a Series, Movie, or Documentary?",Answer Series
how to ruin christmas the baby shower,1,Is title 'how to ruin christmas the baby shower' original Netflix content?,Answer Yes,37,"Is Netflix title 'how to ruin christmas the baby shower' a Series, Movie, or Documentary?",Answer Series
travelogue earth 2023   2023,1,Is title 'travelogue earth 2023   2023' original Netflix content?,Answer: Yes,28,"Is Netflix title 'travelogue earth 2023   2023' a Series, Movie, or Documentary?",Answer Series
making athena  athena  le makingof,1,Is title 'making athena  athena  le makingof' original Netflix content?,Answer: No,34,"Is Netflix title 'making athena  athena  le makingof' a Series, Movie, or Documentary?",Answer Documentary
dedicated to my ex  dedicada a mi ex,1,Is title 'dedicated to my ex  dedicada a mi ex' original Netflix content?,Answer No,36,"Is Netflix title 'dedicated to my ex  dedicada a mi ex' a Series, Movie, or Documentary?",Answer Movie
griffs great kiwi road trip,1,Is title 'griffs great kiwi road trip' original Netflix content?,Answer No,27,"Is Netflix title 'griffs great kiwi road trip' a Series, Movie, or Documentary?",Answer Series
super monsters vidas first halloween,1,Is title 'super monsters vidas first halloween' original Netflix content?,Answer Yes,36,"Is Netflix title 'super monsters vidas first halloween' a Series, Movie, or Documentary?",Answer Movie
oh my general,1,Is title 'oh my general' original Netflix content?,Answer No,13,"Is Netflix title 'oh my general' a Series, Movie, or Documentary?",Answer Series
schloss einstein,1,Is title 'schloss einstein' original Netflix content?,Answer No,16,"Is Netflix title 'schloss einstein' a Series, Movie, or Documentary?",Answer Series
infernal affairs ii   ii   2,1,Is title 'infernal affairs ii   ii   2' original Netflix content?,Answer No,28,"Is Netflix title 'infernal affairs ii   ii   2' a Series, Movie, or Documentary?",Answer Movie
munna bhai mbbs,1,Is title 'munna bhai mbbs' original Netflix content?,Answer No,15,"Is Netflix title 'munna bhai mbbs' a Series, Movie, or Documentary?",Answer Movie
oprah  viola a netflix special event,1,Is title 'oprah  viola a netflix special event' original Netflix content?,Answer Yes,36,"Is Netflix title 'oprah  viola a netflix special event' a Series, Movie, or Documentary?",Answer Special Event
riphagen  the untouchable  riphagen,1,Is title 'riphagen  the untouchable  riphagen' original Netflix content?,Answer No,35,"Is Netflix title 'riphagen  the untouchable  riphagen' a Series, Movie, or Documentary?",Answer Movie
judas and the black messiah,1,Is title 'judas and the black messiah' original Netflix content?,Answer No,27,"Is Netflix title 'judas and the black messiah' a Series, Movie, or Documentary?",Answer Movie
christmas carol,1,Is title 'christmas carol' original Netflix content?,Answer No,15,"Is Netflix title 'christmas carol' a Series, Movie, or Documentary?","Answer: It could be either a Movie or a Series, as there are multiple adaptations of ""A Christmas Carol"" available on Netflix."
perfume,1,Is title 'perfume' original Netflix content?,Answer No,7,"Is Netflix title 'perfume' a Series, Movie, or Documentary?",Answer Series
the advocate a missing body,1,Is title 'the advocate a missing body' original Netflix content?,Answer: No,27,"Is Netflix title 'the advocate a missing body' a Series, Movie, or Documentary?",Answer Movie
hikaru no go,1,Is title 'hikaru no go' original Netflix content?,Answer No,12,"Is Netflix title 'hikaru no go' a Series, Movie, or Documentary?",Answer Series
josee tiger and the fish,1,Is title 'josee tiger and the fish' original Netflix content?,Answer No,24,"Is Netflix title 'josee tiger and the fish' a Series, Movie, or Documentary?",Answer Movie
nobody speak trials of the free press,1,Is title 'nobody speak trials of the free press' original Netflix content?,Answer Yes,37,"Is Netflix title 'nobody speak trials of the free press' a Series, Movie, or Documentary?",Answer Documentary
dream kingdom sofyruby,1,Is title 'dream kingdom sofyruby' original Netflix content?,Answer No,22,"Is Netflix title 'dream kingdom sofyruby' a Series, Movie, or Documentary?",Answer Series
duisburg  duisburg  linea di sangue,1,Is title 'duisburg  duisburg  linea di sangue' original Netflix content?,Answer: No,35,"Is Netflix title 'duisburg  duisburg  linea di sangue' a Series, Movie, or Documentary?",Answer Movie
coffee prince,1,Is title 'coffee prince' original Netflix content?,Answer No,13,"Is Netflix title 'coffee prince' a Series, Movie, or Documentary?",Answer Series
love surreal and odd  tatlm tatlm,1,Is title 'love surreal and odd  tatlm tatlm' original Netflix content?,Answer: No,33,"Is Netflix title 'love surreal and odd  tatlm tatlm' a Series, Movie, or Documentary?",Answer: Series
jochem myjer de rust zelve,1,Is title 'jochem myjer de rust zelve' original Netflix content?,Answer No,26,"Is Netflix title 'jochem myjer de rust zelve' a Series, Movie, or Documentary?",Answer Series
anthony jeselnik thoughts and prayers,1,Is title 'anthony jeselnik thoughts and prayers' original Netflix content?,Answer Yes,37,"Is Netflix title 'anthony jeselnik thoughts and prayers' a Series, Movie, or Documentary?",Answer Series
monty pythons flying circus series 4,1,Is title 'monty pythons flying circus series 4' original Netflix content?,Answer No,36,"Is Netflix title 'monty pythons flying circus series 4' a Series, Movie, or Documentary?",Answer Series
dr white,1,Is title 'dr white' original Netflix content?,Answer: No,8,"Is Netflix title 'dr white' a Series, Movie, or Documentary?",Answer Series
monty pythons flying circus series 3,1,Is title 'monty pythons flying circus series 3' original Netflix content?,Answer No,36,"Is Netflix title 'monty pythons flying circus series 3' a Series, Movie, or Documentary?",Answer Series
hum aapke hain koun,1,Is title 'hum aapke hain koun' original Netflix content?,Answer No,19,"Is Netflix title 'hum aapke hain koun' a Series, Movie, or Documentary?",Answer Movie
the king of minami returns,1,Is title 'the king of minami returns' original Netflix content?,Answer No,26,"Is Netflix title 'the king of minami returns' a Series, Movie, or Documentary?",Answer Series
palazuelos mi rey,1,Is title 'palazuelos mi rey' original Netflix content?,Answer No,17,"Is Netflix title 'palazuelos mi rey' a Series, Movie, or Documentary?",Answer Movie
life isnt all ha ha hee hee,1,Is title 'life isnt all ha ha hee hee' original Netflix content?,Answer No,27,"Is Netflix title 'life isnt all ha ha hee hee' a Series, Movie, or Documentary?",Answer Series
like cats and dogs  jak pies zkotem,1,Is title 'like cats and dogs  jak pies zkotem' original Netflix content?,Answer: No,35,"Is Netflix title 'like cats and dogs  jak pies zkotem' a Series, Movie, or Documentary?",Answer Movie
oh baby malayalam 2019,1,Is title 'oh baby malayalam 2019' original Netflix content?,Answer: No,22,"Is Netflix title 'oh baby malayalam 2019' a Series, Movie, or Documentary?",Answer Movie
people in the sun  mennesker i solen,1,Is title 'people in the sun  mennesker i solen' original Netflix content?,Answer: No,36,"Is Netflix title 'people in the sun  mennesker i solen' a Series, Movie, or Documentary?",Answer Series
the keepers limited series,1,Is title 'the keepers limited series' original Netflix content?,Answer Yes,26,"Is Netflix title 'the keepers limited series' a Series, Movie, or Documentary?",Answer Series
old gossipton  babovesky,1,Is title 'old gossipton  babovesky' original Netflix content?,Answer No,24,"Is Netflix title 'old gossipton  babovesky' a Series, Movie, or Documentary?",Answer None. This title does not exist on Netflix.
panipat  the great betrayal,1,Is title 'panipat  the great betrayal' original Netflix content?,Answer No,27,"Is Netflix title 'panipat  the great betrayal' a Series, Movie, or Documentary?",Answer Movie
kill me heal me,1,Is title 'kill me heal me' original Netflix content?,Answer No,15,"Is Netflix title 'kill me heal me' a Series, Movie, or Documentary?",Answer Series
trollhunters tales of arcadia part 1,1,Is title 'trollhunters tales of arcadia part 1' original Netflix content?,Answer Yes,36,"Is Netflix title 'trollhunters tales of arcadia part 1' a Series, Movie, or Documentary?",Answer Series
perfect strangers  cebimdeki yabanc,1,Is title 'perfect strangers  cebimdeki yabanc' original Netflix content?,Answer: No,35,"Is Netflix title 'perfect strangers  cebimdeki yabanc' a Series, Movie, or Documentary?",Answer Series
love is a story  poveste de dragoste,1,Is title 'love is a story  poveste de dragoste' original Netflix content?,Answer: No,36,"Is Netflix title 'love is a story  poveste de dragoste' a Series, Movie, or Documentary?",Answer: Movie
flower of evil,1,Is title 'flower of evil' original Netflix content?,Answer No,14,"Is Netflix title 'flower of evil' a Series, Movie, or Documentary?",Answer Series
squad 38,1,Is title 'squad 38' original Netflix content?,Answer No,8,"Is Netflix title 'squad 38' a Series, Movie, or Documentary?",Answer Series
bert kreischer secret time,1,Is title 'bert kreischer secret time' original Netflix content?,Answer Yes,26,"Is Netflix title 'bert kreischer secret time' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
the magnificent scoundrels,1,Is title 'the magnificent scoundrels' original Netflix content?,Answer No,26,"Is Netflix title 'the magnificent scoundrels' a Series, Movie, or Documentary?",Answer Movie
here to heart,1,Is title 'here to heart' original Netflix content?,Answer No,13,"Is Netflix title 'here to heart' a Series, Movie, or Documentary?",Answer Series
black,1,Is title 'black' original Netflix content?,"Answer: It is unclear which specific title you are referring to as ""black."" Can you provide more information or context?",5,"Is Netflix title 'black' a Series, Movie, or Documentary?",Answer Series
resident evil welcome to raccoon city,1,Is title 'resident evil welcome to raccoon city' original Netflix content?,Answer No,37,"Is Netflix title 'resident evil welcome to raccoon city' a Series, Movie, or Documentary?",Answer Movie
tigerteam  der berg der 1000 drachen,1,Is title 'tigerteam  der berg der 1000 drachen' original Netflix content?,Answer No,36,"Is Netflix title 'tigerteam  der berg der 1000 drachen' a Series, Movie, or Documentary?",Answer Movie
operation buffalo,1,Is title 'operation buffalo' original Netflix content?,Answer Yes,17,"Is Netflix title 'operation buffalo' a Series, Movie, or Documentary?",Answer Series
initial d   d   d,1,Is title 'initial d   d   d' original Netflix content?,Answer No,17,"Is Netflix title 'initial d   d   d' a Series, Movie, or Documentary?",Answer Series
alice,1,Is title 'alice' original Netflix content?,Answer: No,5,"Is Netflix title 'alice' a Series, Movie, or Documentary?","Answer: It could refer to multiple titles on Netflix, so without more specific information, it is unclear whether it is a Series, Movie, or Documentary."
the lost lotteries,1,Is title 'the lost lotteries' original Netflix content?,Answer No,18,"Is Netflix title 'the lost lotteries' a Series, Movie, or Documentary?",Answer Series
justin timberlake  the tennessee kids,1,Is title 'justin timberlake  the tennessee kids' original Netflix content?,Answer No,37,"Is Netflix title 'justin timberlake  the tennessee kids' a Series, Movie, or Documentary?",Answer Documentary
the magician on the skywalk,1,Is title 'the magician on the skywalk' original Netflix content?,Answer No,27,"Is Netflix title 'the magician on the skywalk' a Series, Movie, or Documentary?",Answer: None of the above.
the wandering earth,1,Is title 'the wandering earth' original Netflix content?,Answer No,19,"Is Netflix title 'the wandering earth' a Series, Movie, or Documentary?",Answer Movie
gogo dino explorers 2    2,1,Is title 'gogo dino explorers 2    2' original Netflix content?,Answer No,26,"Is Netflix title 'gogo dino explorers 2    2' a Series, Movie, or Documentary?",Answer Series
lego ninjago dragons rising,1,Is title 'lego ninjago dragons rising' original Netflix content?,Answer No,27,"Is Netflix title 'lego ninjago dragons rising' a Series, Movie, or Documentary?",Answer Movie
chernobyl 1986,1,Is title 'chernobyl 1986' original Netflix content?,Answer No,14,"Is Netflix title 'chernobyl 1986' a Series, Movie, or Documentary?",Answer Movie
austin powers in goldmember,1,Is title 'austin powers in goldmember' original Netflix content?,Answer No,27,"Is Netflix title 'austin powers in goldmember' a Series, Movie, or Documentary?",Answer Movie
missing the other side,1,Is title 'missing the other side' original Netflix content?,Answer No,22,"Is Netflix title 'missing the other side' a Series, Movie, or Documentary?",Answer Series
chilling adventures of sabrina part 3,1,Is title 'chilling adventures of sabrina part 3' original Netflix content?,Answer Yes,37,"Is Netflix title 'chilling adventures of sabrina part 3' a Series, Movie, or Documentary?",Answer Series
venom let there be carnage,1,Is title 'venom let there be carnage' original Netflix content?,Answer No,26,"Is Netflix title 'venom let there be carnage' a Series, Movie, or Documentary?",Answer Movie
dear white people volume 4,1,Is title 'dear white people volume 4' original Netflix content?,Answer Yes,26,"Is Netflix title 'dear white people volume 4' a Series, Movie, or Documentary?",Answer Series
the who was show,1,Is title 'the who was show' original Netflix content?,Answer No,16,"Is Netflix title 'the who was show' a Series, Movie, or Documentary?",Answer Series
vico c  vico c la vida del filsofo,1,Is title 'vico c  vico c la vida del filsofo' original Netflix content?,Answer No,34,"Is Netflix title 'vico c  vico c la vida del filsofo' a Series, Movie, or Documentary?",Answer Movie
the tambour of retribution,1,Is title 'the tambour of retribution' original Netflix content?,Answer No,26,"Is Netflix title 'the tambour of retribution' a Series, Movie, or Documentary?",Answer Series
bert kreischer hey big boy,1,Is title 'bert kreischer hey big boy' original Netflix content?,Answer Yes,26,"Is Netflix title 'bert kreischer hey big boy' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
sue perkins perfectly legal,1,Is title 'sue perkins perfectly legal' original Netflix content?,Answer No,27,"Is Netflix title 'sue perkins perfectly legal' a Series, Movie, or Documentary?",Answer Series
i lost my body  jai perdu mon corps,1,Is title 'i lost my body  jai perdu mon corps' original Netflix content?,Answer Yes,35,"Is Netflix title 'i lost my body  jai perdu mon corps' a Series, Movie, or Documentary?",Answer Movie
hisdarkmaterials thegoldencompass,1,Is title 'hisdarkmaterials thegoldencompass' original Netflix content?,Answer No,33,"Is Netflix title 'hisdarkmaterials thegoldencompass' a Series, Movie, or Documentary?",Answer Series
ultimate beastmaster germany no mercy,1,Is title 'ultimate beastmaster germany no mercy' original Netflix content?,Answer Yes,37,"Is Netflix title 'ultimate beastmaster germany no mercy' a Series, Movie, or Documentary?",Answer Series
the patriarch  un padre no tan padre,1,Is title 'the patriarch  un padre no tan padre' original Netflix content?,Answer No,36,"Is Netflix title 'the patriarch  un padre no tan padre' a Series, Movie, or Documentary?",Answer Movie
tyler perrys madeas big happy family,1,Is title 'tyler perrys madeas big happy family' original Netflix content?,Answer No,36,"Is Netflix title 'tyler perrys madeas big happy family' a Series, Movie, or Documentary?",Answer Movie
my sl partner,1,Is title 'my sl partner' original Netflix content?,Answer No,13,"Is Netflix title 'my sl partner' a Series, Movie, or Documentary?",Answer It is not a known title on Netflix.
monty pythons personal best,1,Is title 'monty pythons personal best' original Netflix content?,Answer No,27,"Is Netflix title 'monty pythons personal best' a Series, Movie, or Documentary?",Answer Series
tokyo ghoul a   a,1,Is title 'tokyo ghoul a   a' original Netflix content?,Answer No,17,"Is Netflix title 'tokyo ghoul a   a' a Series, Movie, or Documentary?",Answer Series
rolling to you  tout le monde debout,1,Is title 'rolling to you  tout le monde debout' original Netflix content?,Answer No,36,"Is Netflix title 'rolling to you  tout le monde debout' a Series, Movie, or Documentary?",Answer Movie
bruc the manhunt  bruc la llegenda,1,Is title 'bruc the manhunt  bruc la llegenda' original Netflix content?,Answer: No,34,"Is Netflix title 'bruc the manhunt  bruc la llegenda' a Series, Movie, or Documentary?",Answer Movie
african queens njinga limited series,1,Is title 'african queens njinga limited series' original Netflix content?,Answer: Yes,36,"Is Netflix title 'african queens njinga limited series' a Series, Movie, or Documentary?",Answer Series
friend zone,1,Is title 'friend zone' original Netflix content?,Answer No,11,"Is Netflix title 'friend zone' a Series, Movie, or Documentary?",Answer Movie
men vs women  maschi contro femmine,1,Is title 'men vs women  maschi contro femmine' original Netflix content?,Answer No,35,"Is Netflix title 'men vs women  maschi contro femmine' a Series, Movie, or Documentary?",Answer Movie
legend of fuyao,1,Is title 'legend of fuyao' original Netflix content?,Answer No,15,"Is Netflix title 'legend of fuyao' a Series, Movie, or Documentary?",Answer Series
the snow white murder case,1,Is title 'the snow white murder case' original Netflix content?,Answer No,26,"Is Netflix title 'the snow white murder case' a Series, Movie, or Documentary?",Answer Movie
cemaras family 2  keluarga cemara 2,1,Is title 'cemaras family 2  keluarga cemara 2' original Netflix content?,Answer: No,35,"Is Netflix title 'cemaras family 2  keluarga cemara 2' a Series, Movie, or Documentary?",Answer Movie
charlotte m  il film flamingo party,1,Is title 'charlotte m  il film flamingo party' original Netflix content?,Answer: No,35,"Is Netflix title 'charlotte m  il film flamingo party' a Series, Movie, or Documentary?",Answer Movie
baby fever,1,Is title 'baby fever' original Netflix content?,Answer: No,10,"Is Netflix title 'baby fever' a Series, Movie, or Documentary?",Answer Series
with great joy  met grote blijdschap,1,Is title 'with great joy  met grote blijdschap' original Netflix content?,Answer: No,36,"Is Netflix title 'with great joy  met grote blijdschap' a Series, Movie, or Documentary?",Answer Movie
naomi osaka limited series,1,Is title 'naomi osaka limited series' original Netflix content?,Answer Yes,26,"Is Netflix title 'naomi osaka limited series' a Series, Movie, or Documentary?",Answer Series
hellboy ii the golden army,1,Is title 'hellboy ii the golden army' original Netflix content?,Answer No,26,"Is Netflix title 'hellboy ii the golden army' a Series, Movie, or Documentary?",Answer Movie
schlag den star live  2020,1,Is title 'schlag den star live  2020' original Netflix content?,Answer No,26,"Is Netflix title 'schlag den star live  2020' a Series, Movie, or Documentary?",Answer Series
coronavirus explained limited series,1,Is title 'coronavirus explained limited series' original Netflix content?,Answer Yes,36,"Is Netflix title 'coronavirus explained limited series' a Series, Movie, or Documentary?",Answer Series
qarib qarib singlle,1,Is title 'qarib qarib singlle' original Netflix content?,Answer No,19,"Is Netflix title 'qarib qarib singlle' a Series, Movie, or Documentary?",Answer Movie
school 2017,1,Is title 'school 2017' original Netflix content?,Answer No,11,"Is Netflix title 'school 2017' a Series, Movie, or Documentary?",Answer Series
henry van loon  onze henry,1,Is title 'henry van loon  onze henry' original Netflix content?,Answer No,26,"Is Netflix title 'henry van loon  onze henry' a Series, Movie, or Documentary?",Answer Series
la leyenda de las momias de guanajuato,1,Is title 'la leyenda de las momias de guanajuato' original Netflix content?,Answer No,38,"Is Netflix title 'la leyenda de las momias de guanajuato' a Series, Movie, or Documentary?",Answer Movie
fortune favors lady nikuko,1,Is title 'fortune favors lady nikuko' original Netflix content?,Answer No,26,"Is Netflix title 'fortune favors lady nikuko' a Series, Movie, or Documentary?",Answer Movie
jackie chans project a  a  a,1,Is title 'jackie chans project a  a  a' original Netflix content?,Answer No,28,"Is Netflix title 'jackie chans project a  a  a' a Series, Movie, or Documentary?",Answer Movie
thibaan the series,1,Is title 'thibaan the series' original Netflix content?,Answer No,18,"Is Netflix title 'thibaan the series' a Series, Movie, or Documentary?",Answer Series
jackpot  ti tygi ve filmu jackpot,1,Is title 'jackpot  ti tygi ve filmu jackpot' original Netflix content?,Answer No,33,"Is Netflix title 'jackpot  ti tygi ve filmu jackpot' a Series, Movie, or Documentary?",Answer Movie
return of the mafia  5,1,Is title 'return of the mafia  5' original Netflix content?,Answer No,22,"Is Netflix title 'return of the mafia  5' a Series, Movie, or Documentary?",Answer Series
untold deal with the devil,1,Is title 'untold deal with the devil' original Netflix content?,Answer Yes,26,"Is Netflix title 'untold deal with the devil' a Series, Movie, or Documentary?",Answer Series
